;SSP1;;;;;SSP2;;;;;SSP3;;;;;SSP4;;;;;SSP5;;;;
Latvia;2.305528;2.25206;2.121793382;2.007520557;1.903213568;2.305528;2.25206;2.123783103;2.019916125;1.925016205;2.305528;2.25206;2.133311338;2.036665373;1.943639296;2.305528;2.25206;2.112321889;1.981509919;1.854233962;2.305528;2.25206;2.118523164;2.007590393;1.912765047
Lebanon;4.05242;4.227597;4.499685642;4.670472043;4.73076806;4.05242;4.227597;4.540407113;4.799682352;4.941200205;4.05242;4.227597;4.58956919;4.94953556;5.198255519;4.05242;4.227597;4.502993878;4.672571081;4.710200536;4.05242;4.227597;4.494019005;4.653974215;4.711960464
Lesotho;2.065752;2.171317966;2.342043868;2.46651797;2.528074419;2.065752;2.171317966;2.369225606;2.520673205;2.611923981;2.065752;2.171317966;2.37576663;2.557855136;2.694768645;2.065752;2.171317966;2.366877957;2.530507102;2.648442292;2.065752;2.171317966;2.330541222;2.431833245;2.471913472
Liberia;3.182539;3.994122;5.579183987;7.10416361;8.510696964;3.182539;3.994122;5.751968712;7.585341767;9.393377455;3.182539;3.994122;5.691242524;7.476718097;9.341037009;3.182539;3.994122;5.840365888;7.949426428;10.1590872;3.182539;3.994122;5.723979144;7.542798266;9.254724426
Libyan Arab Jamahiriya;5.769709;6.355112;7.349799635;7.982456954;8.486672782;5.769709;6.355112;7.46146746;8.304549169;9.060550869;5.769709;6.355112;7.54949522;8.616035555;9.677199434;5.769709;6.355112;7.352130949;8.017024935;8.551215964;5.769709;6.355112;7.337016635;7.941901633;8.413194431
Liechtenstein;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;3.415748;3.323611;3.179244222;3.01588302;2.828724484;3.415748;3.323611;3.189557827;3.050705622;2.879462361;3.415748;3.323611;3.224544679;3.151036853;3.038522755;3.415748;3.323611;3.166553546;2.980691718;2.760481743;3.415748;3.323611;3.160513471;2.963323049;2.746714735
Luxembourg;0.457197;0.507448;0.595045719;0.680987278;0.766950339;0.457197;0.507448;0.59304174;0.675891016;0.756654954;0.457197;0.507448;0.570017436;0.603005141;0.625146417;0.457197;0.507448;0.58948144;0.662372942;0.729083293;0.457197;0.507448;0.61679662;0.750502636;0.892733574
Macedonia, the former Yugoslav Republic of;2.038109;2.060155697;2.1182357;2.166693386;2.208286719;2.038109;2.060155697;2.12674091;2.196053568;2.258626453;2.038109;2.060155697;2.127620505;2.181321545;2.215440162;2.038109;2.060155697;2.112263205;2.149886089;2.172936685;2.038109;2.060155697;2.126072873;2.207893917;2.298157371
Madagascar;17.885967;20.713819;25.92115591;30.64346199;34.56288483;17.885967;20.713819;26.86854626;33.26989938;39.50247819;17.885967;20.713819;27.38290834;35.41527781;43.81356139;17.885967;20.713819;27.43626033;35.59876319;44.11732362;17.885967;20.713819;25.91512753;30.61572176;34.50274501
Malawi;12.822587;14.900841;19.44960118;24.28847424;29.19296831;12.822587;14.900841;20.01957645;26.2277011;33.26885811;12.822587;14.900841;20.35887565;27.73200997;37.01873349;12.822587;14.900841;20.3363267;27.63074456;36.69019631;12.822587;14.900841;19.42550609;24.17063592;28.91246585
Malaysia;26.100241;28.401017;32.54650387;35.90014843;38.39906858;26.100241;28.401017;32.94511354;37.16091324;40.65759902;26.100241;28.401017;33.32641498;38.51952144;43.25161346;26.100241;28.401017;32.57450588;35.97113672;38.41365067;26.100241;28.401017;32.59625738;36.04932259;38.64759324
Maldives;0.29524;0.315885;0.357866614;0.389079095;0.409466307;0.29524;0.315885;0.362328106;0.402955123;0.433290906;0.29524;0.315885;0.366413491;0.415847608;0.456613547;0.29524;0.315885;0.35839334;0.390522438;0.411326458;0.29524;0.315885;0.357794609;0.38883774;0.409122521
Mali;13.176642;15.369809;19.6184908;23.74059381;27.47280874;13.176642;15.369809;20.34408931;25.780815;31.1176101;13.176642;15.369809;20.93000414;27.64291053;34.84735239;13.176642;15.369809;20.85847966;27.36217601;34.27676328;13.176642;15.369809;19.5421547;23.45505975;26.90457216
Malta;0.409295;0.416515;0.432041227;0.439678428;0.43775762;0.409295;0.416515;0.433184339;0.444388943;0.446144247;0.409295;0.416515;0.43166853;0.439275412;0.437478691;0.409295;0.416515;0.430502828;0.435115247;0.428781027;0.409295;0.416515;0.434895075;0.448641656;0.453055303
Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritania;3.047249;3.459773;4.175564747;4.740609377;5.17736901;3.047249;3.459773;4.269427234;5.026367851;5.721548157;3.047249;3.459773;4.327024549;5.27699406;6.206254315;3.047249;3.459773;4.337718498;5.309797873;6.257527661;3.047249;3.459773;4.181356336;4.757665239;5.204858356
Mauritius;1.256742;1.299172;1.357392774;1.394320794;1.403691513;1.256742;1.299172;1.366542483;1.426049006;1.460508193;1.256742;1.299172;1.374720556;1.450005069;1.500530891;1.256742;1.299172;1.356321429;1.389292249;1.390854144;1.256742;1.299172;1.35846055;1.399259599;1.416053144
Mexico;106.483757;113.423047;124.2303062;131.0050339;134.1261732;106.483757;113.423047;126.182754;136.7472642;144.29812;106.483757;113.423047;128.7986719;145.5178825;160.857;106.483757;113.423047;124.8178305;132.4291448;136.0608763;106.483757;113.423047;123.2221601;127.7611159;128.5041232
Micronesia, Federated States of;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova, Republic of;3.766876;3.572885;3.186553591;2.820744201;2.468628851;3.766876;3.572885;3.196966589;2.84953801;2.510596327;3.766876;3.572885;3.289488355;3.088786358;2.876597421;3.766876;3.572885;3.177660518;2.791356064;2.411468372;3.766876;3.572885;3.113294175;2.633842771;2.190963153
Monaco;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;2.547339;2.756001;3.09546429;3.281385007;3.387549827;2.547339;2.756001;3.142358403;3.410563372;3.611767138;2.547339;2.756001;3.202143404;3.582636733;3.918398716;2.547339;2.756001;3.109419318;3.309288143;3.411725876;2.547339;2.756001;3.086231764;3.25348995;3.340453747
Morocco;30.392473;31.951412;34.0935568;34.94720498;34.83400971;30.392473;31.951412;34.60052389;36.36671508;37.13183969;30.392473;31.951412;35.6436885;39.54556311;42.50967487;30.392473;31.951412;34.42096319;35.62156939;35.66110571;30.392473;31.951412;33.68889247;33.66953052;32.67360684
Mozambique;20.770013;23.390765;27.8569277;31.96916489;35.30569572;20.770013;23.390765;28.63830299;33.80149266;38.46935814;20.770013;23.390765;28.9727145;35.19886141;41.19364932;20.770013;23.390765;28.96969936;35.15044829;41.04430314;20.770013;23.390765;27.83893374;31.8751891;35.09239083
Myanmar;46.321162;47.963012;49.46973848;49.28327207;47.61178976;46.321162;47.963012;50.16341548;51.09630194;50.5153342;46.321162;47.963012;50.92212565;53.53498873;54.5013536;46.321162;47.963012;49.71026909;49.73451194;48.00920897;46.321162;47.963012;49.19725203;48.46468922;46.29316317
Namibia;2.079951;2.283289;2.614845428;2.878656199;3.069121247;2.079951;2.283289;2.640717224;2.946366049;3.181484071;2.079951;2.283289;2.658295626;3.020100176;3.324476704;2.079951;2.283289;2.65990495;3.021962811;3.315428558;2.079951;2.283289;2.613361639;2.872434912;3.05773035
Nauru;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;27.281945;29.959364;34.90707762;39.01551877;42.0925101;27.281945;29.959364;35.75592644;41.27241307;46.10469183;27.281945;29.959364;36.81692289;44.64755688;52.56196321;27.281945;29.959364;36.79579334;44.50581941;52.20305822;27.281945;29.959364;34.83357829;38.73799935;41.57475892
Netherlands;16.305457;16.612988;17.32779396;18.07514035;18.69105361;16.305457;16.612988;17.26357594;17.88425108;18.30955298;16.305457;16.612988;16.98987434;16.96309933;16.56090717;16.305457;16.612988;17.15069524;17.49847676;17.57951924;16.305457;16.612988;17.53796442;18.81344721;20.11571805
New Zealand;4.134117;4.368136;4.858292207;5.307855934;5.700171095;4.134117;4.368136;4.851529862;5.279569138;5.632778913;4.134117;4.368136;4.750091691;4.95737447;5.036403611;4.134117;4.368136;4.814102879;5.164319717;5.418893088;4.134117;4.368136;4.948194393;5.601326076;6.251569504
Nicaragua;5.424336;5.788163;6.234509227;6.399944987;6.360080408;5.424336;5.788163;6.365539706;6.754050528;6.969018816;5.424336;5.788163;6.639274685;7.595430604;8.476148148;5.424336;5.788163;6.332814604;6.606733361;6.652731869;5.424336;5.788163;6.112192574;6.00623692;5.681660982
Niger;12.993884;15.511953;20.8812891;26.74589036;32.97464974;12.993884;15.511953;21.81613641;29.81621453;39.68069412;12.993884;15.511953;22.41254184;32.57707376;46.26462912;12.993884;15.511953;22.38486156;32.44612894;45.94332745;12.993884;15.511953;20.85286362;26.6143443;32.66870345
Nigeria;139.82334;158.4231819;197.8469081;240.766834;285.9593729;139.82334;158.4231819;201.5290704;252.7241736;310.6216907;139.82334;158.4231819;205.7350939;268.2757272;345.2919577;139.82334;158.4231819;205.6157628;267.9336153;344.1746374;139.82334;158.4231819;197.6304664;239.9767311;284.3963382
Niue;;;;;;;;;;;;;;;;;;;;;;;;;
Norway;4.623298;4.883110934;5.447868494;6.06537012;6.664680563;4.623298;4.883110934;5.425887968;6.003519564;6.542743718;4.623298;4.883110934;5.271931479;5.5024288;5.615817784;4.623298;4.883110934;5.379856666;5.838145259;6.217138105;4.623298;4.883110934;5.582959241;6.518954123;7.511213122
Oman;2.42951;2.782435;3.268277562;3.673459796;3.982092926;2.42951;2.782435;3.382745648;3.988483659;4.543728665;2.42951;2.782435;3.330387848;3.894598454;4.41753981;2.42951;2.782435;3.273505589;3.707298939;4.040132425;2.42951;2.782435;3.286834838;3.736197748;4.085410023
Pakistan;158.645463;173.593383;202.2689021;225.2256584;242.0431312;158.645463;173.593383;207.3406366;239.6842608;267.9787703;158.645463;173.593383;212.3320713;256.6062385;300.3680844;158.645463;173.593383;211.5979461;254.2640932;295.9904146;158.645463;173.593383;201.4970186;222.8151815;237.7979705
Palau;;;;;;;;;;;;;;;;;;;;;;;;;
Panama;3.238321;3.51682;3.964649379;4.308095532;4.540035193;3.238321;3.51682;4.021978975;4.476725849;4.845635149;3.238321;3.51682;4.068958808;4.641161256;5.169589705;3.238321;3.51682;3.986425989;4.358265067;4.605146119;3.238321;3.51682;3.970176562;4.320976509;4.558296934
Papua New Guinea;6.095437;6.858266;8.093911276;9.072672293;9.795200152;6.095437;6.858266;8.239850198;9.542603736;10.66133501;6.095437;6.858266;8.355371727;9.984757856;11.49956687;6.095437;6.858266;8.371187887;10.03113457;11.56731868;6.095437;6.858266;8.093757807;9.071628188;9.792613704
Paraguay;5.897816;6.454548;7.35147273;8.011341576;8.447567421;5.897816;6.454548;7.501793327;8.426785748;9.189578423;5.897816;6.454548;7.65506329;8.942059916;10.14892258;5.897816;6.454548;7.632270229;8.861018812;9.991427379;5.897816;6.454548;7.325221217;7.923512207;8.291656242
Peru;27.558769;29.076512;30.97540282;31.740176;31.66870689;27.558769;29.076512;31.43896919;33.04140248;33.84905068;27.558769;29.076512;32.36333907;35.93001246;38.99795669;27.558769;29.076512;31.20678035;32.22691413;32.28976223;27.558769;29.076512;30.55281017;30.39637016;29.3663968
Philippines;85.546427;93.260798;107.6987232;119.4679101;127.9409817;85.546427;93.260798;109.7051097;125.3555615;138.6174653;85.546427;93.260798;112.0484423;133.1688715;153.4366189;85.546427;93.260798;111.8568229;132.6481251;152.3296248;85.546427;93.260798;107.4368294;118.6703002;126.4568709
Poland;38.16504;38.27666;38.54644498;38.31361801;37.46788909;38.16504;38.27666;38.40953205;37.88869387;36.58571847;38.16504;38.27666;37.94702649;36.43373437;33.91482872;38.16504;38.27666;38.228855;37.32464871;35.57412528;38.16504;38.27666;38.87215709;39.30222048;39.2017499
Portugal;10.543663;10.675572;10.95120777;11.19683681;11.44753959;10.543663;10.675572;10.9099874;11.08236081;11.23377201;10.543663;10.675572;10.70238266;10.43412351;10.05036038;10.543663;10.675572;10.85132536;10.90202198;10.89619879;10.543663;10.675572;11.11159707;11.72469504;12.42633226
Qatar;0.820986;1.758793;2.540789971;2.97716956;3.343815393;0.820986;1.758793;2.562370152;3.044673728;3.474979633;0.820986;1.758793;2.449585879;2.789786758;3.090475002;0.820986;1.758793;2.544081753;2.985841969;3.353524034;0.820986;1.758793;2.670526804;3.273133044;3.794713747
Romania;21.771749;21.486371;20.70484077;19.71664832;18.62663789;21.771749;21.486371;20.7658492;19.91520322;18.93469835;21.771749;21.486371;20.95578729;20.38111021;19.65487541;21.771749;21.486371;20.6898308;19.62177672;18.35446507;21.771749;21.486371;20.66021223;19.6048969;18.46350175
Russian Federation;143.843159;142.958164;141.2426001;137.8068956;134.6301123;143.843159;142.958164;141.9685597;139.6321969;137.7922695;143.843159;142.958164;141.7825709;138.2706138;135.2573905;143.843159;142.958164;140.8883618;136.6408817;132.1242853;143.843159;142.958164;142.0014714;140.6822429;139.8766616
Rwanda;9.201727;10.624005;13.37639028;15.81293305;18.12307683;9.201727;10.624005;13.74940916;16.82663938;19.98049398;9.201727;10.624005;14.04244447;17.7688034;21.87693684;9.201727;10.624005;14.04757957;17.76842041;21.82435976;9.201727;10.624005;13.37462522;15.78799639;18.03887242
Saint Kitts and Nevis;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Lucia;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Vincent and the Grenadines;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;0.180237;0.183081;0.182932755;0.176337221;0.164447855;0.180237;0.183081;0.18664993;0.186420079;0.180977083;0.180237;0.183081;0.196777503;0.221561804;0.244446621;0.180237;0.183081;0.189528463;0.19622631;0.197773608;0.180237;0.183081;0.176600704;0.158301065;0.134602603
San Marino;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;24.041116;27.448086;34.27384962;40.373098;45.78690548;24.041116;27.448086;34.7464097;41.86129986;48.6107027;24.041116;27.448086;34.70829009;41.8454454;49.05807011;24.041116;27.448086;35.34067289;43.95324308;52.71904993;24.041116;27.448086;34.89087863;42.28887417;49.04129258
Senegal;10.871908;12.433728;15.03793821;17.07429917;18.64894387;10.871908;12.433728;15.65129128;18.79081429;21.7599617;10.871908;12.433728;16.3557985;21.14060343;26.32719813;10.871908;12.433728;16.26370126;20.77115644;25.55762148;10.871908;12.433728;14.93559601;16.69586216;17.91169713
Serbia and Montenegro;9.856152;9.856222;9.703214825;9.619969501;9.534091545;9.856152;9.856222;9.731764649;9.7302544;9.726621339;9.856152;9.856222;9.756077239;9.748541113;9.722712899;9.856152;9.856222;9.680740502;9.547191115;9.373310627;9.856152;9.856222;9.726200904;9.744119534;9.796634919
Seychelles;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;5.153435;5.867536;7.164110507;8.367125429;9.41452058;5.153435;5.867536;7.323422255;8.754974105;10.11765187;5.153435;5.867536;7.369723147;8.946812203;10.49084938;5.153435;5.867536;7.410490804;9.07572795;10.70177161;5.153435;5.867536;7.201217651;8.482085673;9.608080133
Singapore;4.265999;5.086418;5.706345283;6.027236702;6.272591155;4.265999;5.086418;5.719274786;6.08763753;6.373328599;4.265999;5.086418;5.636499786;5.899786509;6.020118604;4.265999;5.086418;5.691663172;5.979314691;6.164533585;4.265999;5.086418;5.810021149;6.267557772;6.684986036
Slovakia;5.415496;5.462119;5.625590504;5.728441116;5.737299069;5.415496;5.462119;5.606795834;5.668724634;5.612733614;5.415496;5.462119;5.518970531;5.38934495;5.100068737;5.415496;5.462119;5.574182741;5.570783989;5.441055274;5.415496;5.462119;5.691249838;5.937796229;6.114249115
Slovenia;2.002084;2.02968;2.102948806;2.160202653;2.216100219;2.002084;2.02968;2.094062233;2.134662139;2.16721088;2.002084;2.02968;2.053387112;1.999891695;1.913505193;2.002084;2.02968;2.0815822;2.095655123;2.093525453;2.002084;2.02968;2.134619358;2.268844464;2.42423583
Solomon Islands;0.469805;0.538148;0.647277983;0.733884299;0.801804631;0.469805;0.538148;0.663826586;0.780447423;0.887310825;0.469805;0.538148;0.677989862;0.828312726;0.977682829;0.469805;0.538148;0.678709785;0.830202395;0.979517171;0.469805;0.538148;0.647136147;0.733048334;0.799738611
Somalia;8.359859;9.330872;10.86990695;12.04522363;12.86880545;8.359859;9.330872;11.23455205;13.18441799;14.93384226;8.359859;9.330872;11.84393301;15.27079617;19.02136307;8.359859;9.330872;11.64027152;14.5091019;17.51788068;8.359859;9.330872;10.66608416;11.33426679;11.52736322
South Africa;47.792787;50.132817;54.70911002;58.46833928;61.03486514;47.792787;50.132817;54.79699581;58.58541839;61.25391408;47.792787;50.132817;54.00857137;57.006709;59.42275075;47.792787;50.132817;54.13225185;56.45540946;57.07010834;47.792787;50.132817;55.11549785;59.71899282;63.13876732
Spain;43.395441;46.076989;48.94179172;50.70543913;52.66060113;43.395441;46.076989;48.7690211;50.20777957;51.67463991;43.395441;46.076989;47.69662988;47.15788154;46.17389648;43.395441;46.076989;48.51790419;49.50862528;50.34970287;43.395441;46.076989;49.851939;53.35407759;57.47100826
Sri Lanka;19.842536;20.859949;22.08677064;22.46724041;22.41322611;19.842536;20.859949;22.43842077;23.43567871;24.0755193;19.842536;20.859949;22.63398857;24.25673718;25.696694;19.842536;20.859949;22.07468472;22.49687792;22.42769499;19.842536;20.859949;21.94956587;22.05253353;21.70539129
Sudan;38.41032;43.551941;52.9683848;60.98607357;67.24094571;38.41032;43.551941;54.18525382;64.51155107;73.96911936;38.41032;43.551941;55.03501015;67.89530555;80.51245479;38.41032;43.551941;55.13157421;68.17929341;80.95600209;38.41032;43.551941;53.04290405;61.18914642;67.54530108
Suriname;0.499294;0.524636;0.563330023;0.58779397;0.598431147;0.499294;0.524636;0.571916093;0.612657258;0.641745216;0.499294;0.524636;0.580943175;0.64411651;0.699645307;0.499294;0.524636;0.566944812;0.596578177;0.61023974;0.499294;0.524636;0.560726656;0.579086655;0.583874506
Swaziland;1.104909;1.186056;1.320325179;1.417403524;1.481654674;1.104909;1.186056;1.325316049;1.426757314;1.495762653;1.104909;1.186056;1.336269437;1.4489139;1.537977803;1.104909;1.186056;1.332309933;1.436741874;1.516723088;1.104909;1.186056;1.316456112;1.405670028;1.46308525
Sweden;9.029345;9.37968465;10.23396833;11.12285137;11.95978845;9.029345;9.37968465;10.18554314;10.9862776;11.70510177;9.029345;9.37968465;9.912099648;10.11902539;10.1266984;9.029345;9.37968465;10.09390023;10.67595674;11.10934464;9.029345;9.37968465;10.46140402;11.87490513;13.36220022
Switzerland;7.415007;7.664318;8.129831615;8.597881938;9.037347446;7.415007;7.664318;8.100975263;8.51937815;8.879291719;7.415007;7.664318;7.94447338;7.997862696;7.884974932;7.415007;7.664318;8.058013834;8.368431053;8.593667335;7.415007;7.664318;8.263571235;9.050320478;9.903007259
Syrian Arab Republic;18.484122;20.410606;23.69730444;26.49675357;28.55329736;18.484122;20.410606;24.17723198;27.930171;31.13421235;18.484122;20.410606;24.69890131;29.79298215;34.66809999;18.484122;20.410606;24.66354713;29.64396161;34.33082225;18.484122;20.410606;23.65212403;26.30808695;28.18697615
Tajikistan;6.45324;6.878636985;7.404115304;7.567880157;7.446429413;6.45324;6.878636985;7.543765425;7.943070557;8.098047383;6.45324;6.878636985;7.85534954;9.01568626;9.980332916;6.45324;6.878636985;7.644519586;8.295898376;8.714058659;6.45324;6.878636985;7.201778843;6.900752153;6.2902937
Tanzania_United Republic of;38.831024;44.841226;56.30622014;67.35693579;77.36240244;38.831024;44.841226;58.36208113;73.02622878;88.10289979;38.831024;44.841226;59.85713719;78.3469738;98.92006646;38.831024;44.841226;59.74015278;77.89585914;97.93058615;38.831024;44.841226;56.08587734;66.5574116;75.79083438
Thailand;66.698483;69.122234;72.33697964;73.60048496;72.93726726;66.698483;69.122234;72.84574373;75.01772066;75.21928257;66.698483;69.122234;73.0457449;75.69798332;76.46807293;66.698483;69.122234;72.27048765;73.26389861;72.01125891;66.698483;69.122234;72.63268833;74.53925536;74.5645622
Timor-Leste;1.010367;1.124355;1.342418021;1.523913699;1.643753377;1.010367;1.124355;1.376648498;1.650802984;1.88260847;1.010367;1.124355;1.459856147;1.956304738;2.498713344;1.010367;1.124355;1.418084473;1.78463234;2.15246827;1.010367;1.124355;1.303766361;1.384762726;1.374273553
Togo;5.408044;6.027798;7.168350089;8.184548952;8.993373092;5.408044;6.027798;7.277196116;8.469813126;9.523062951;5.408044;6.027798;7.331661095;8.710839396;9.976649708;5.408044;6.027798;7.328207039;8.696787698;9.948399319;5.408044;6.027798;7.164030435;8.168143907;8.961949531
Tonga;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;1.315386;1.341465;1.357615793;1.327518946;1.269093809;1.315386;1.341465;1.371520092;1.360374427;1.318999436;1.315386;1.341465;1.39171508;1.417330347;1.412201667;1.315386;1.341465;1.360124967;1.328917598;1.262791128;1.315386;1.341465;1.347335532;1.299658477;1.226124165
Tunisia;9.912114;10.480934;11.3738476;11.88628796;12.07983725;9.912114;10.480934;11.47456186;12.20556645;12.59584214;9.912114;10.480934;11.59506412;12.55649666;13.19966955;9.912114;10.480934;11.36719589;11.86262705;11.98869551;9.912114;10.480934;11.36157051;11.85259892;12.02916308
Turkey;68.143186;72.752325;79.81022065;84.35402275;86.99001381;68.143186;72.752325;81.01219185;87.76859584;92.74941737;68.143186;72.752325;82.61936847;92.42352901;101.0040689;68.143186;72.752325;80.94132907;86.94461371;90.57631431;68.143186;72.752325;79.78074533;84.26940376;86.87730962
Turkmenistan;4.747839;5.041995;5.512476068;5.778114364;5.87352838;4.747839;5.041995;5.594621721;6.00878884;6.259635286;4.747839;5.041995;5.696557362;6.32461859;6.803805416;4.747839;5.041995;5.514336264;5.772228733;5.838246671;4.747839;5.041995;5.477011211;5.667754552;5.689783556
Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;
Uganda;28.431204;33.424683;43.74838738;54.83220116;66.23474056;28.431204;33.424683;45.46132046;59.96103068;76.34458019;28.431204;33.424683;47.00592971;65.14342159;87.39650993;28.431204;33.424683;46.95597611;64.93150503;86.87436328;28.431204;33.424683;43.63947729;54.41189445;65.36694728
Ukraine;46.923927;45.448329;42.80795879;40.69096682;39.07375628;46.923927;45.448329;42.93916776;41.09393932;39.81433053;46.923927;45.448329;43.02046527;40.97015598;39.36829023;46.923927;45.448329;42.65808799;40.23528086;38.19415028;46.923927;45.448329;42.88344886;41.23226808;40.2466175
United Arab Emirates;32.888449;35.468208;39.9530753;42.91197863;44.76144055;32.888449;35.468208;40.52761893;44.51855336;47.43680991;32.888449;35.468208;41.26000521;46.82842861;51.5696999;32.888449;35.468208;40.14315832;43.3567272;45.28647991;32.888449;35.468208;39.86468625;42.63734967;44.29420753
United Kingdom;60.202727;62.03557;66.42368951;70.61665884;74.53053574;60.202727;62.03557;66.20860473;70.03671295;73.39580234;60.202727;62.03557;64.89447559;65.80290963;65.50102241;60.202727;62.03557;65.68159043;68.25161255;69.98797923;60.202727;62.03557;67.50359458;74.18238175;81.33042656
United States;296.820296;310.383948;336.7222791;363.6862342;388.8009028;296.820296;310.383948;335.7508949;361.0294333;383.2334782;296.820296;310.383948;328.7737701;337.3472851;338.9179407;296.820296;310.383948;333.6340308;353.7653665;369.195741;296.820296;310.383948;342.9444024;384.8229838;428.7015691
Uruguay;3.322529;3.368786;3.390146593;3.344733879;3.244375641;3.322529;3.368786;3.426018951;3.449323106;3.418200708;3.322529;3.368786;3.481190239;3.624569557;3.733386982;3.322529;3.368786;3.398436002;3.359406148;3.253945235;3.322529;3.368786;3.363145611;3.261703766;3.106134989
Uzbekistan;25.947414;27.444702;29.70099195;30.82408682;31.04410599;25.947414;27.444702;30.16343942;32.08390022;33.08944665;25.947414;27.444702;30.87826867;34.34805019;36.96900825;25.947414;27.444702;29.73043564;30.84019707;30.92456438;25.947414;27.444702;29.36443816;29.76399691;29.28239133
Vanuatu;0.21117;0.239651;0.28750789;0.327423409;0.35926481;0.21117;0.239651;0.293777374;0.345903404;0.393374559;0.21117;0.239651;0.299319011;0.364608944;0.428910765;0.21117;0.239651;0.299733948;0.365908973;0.430757501;0.21117;0.239651;0.287498159;0.327348931;0.359078399
Venezuela;26.664122;28.979857;32.68376031;35.37773814;37.12342039;26.664122;28.979857;33.20331331;36.86414159;39.72868626;26.664122;28.979857;33.85026152;38.70037109;43.08076828;26.664122;28.979857;33.06276779;36.15379091;38.11334033;26.664122;28.979857;32.70512255;35.44089936;37.22861991
Viet Nam;83.161145;87.84844499;95.48263693;99.29935349;100.2347131;83.161145;87.84844499;96.40842798;101.9577946;104.6503851;83.161145;87.84844499;97.48841232;105.1339999;110.0423878;83.161145;87.84844499;95.44747467;99.16910277;99.68877016;83.161145;87.84844499;95.22465367;98.5467569;99.03110389
Yemen;20.648643;24.052514;31.05695377;37.18313107;42.69360966;20.648643;24.052514;31.97571735;40.18942378;48.51207437;20.648643;24.052514;32.79607647;43.79470605;55.92528053;20.648643;24.052514;32.80197036;43.70464524;55.59458513;20.648643;24.052514;30.94318828;36.7578524;41.8580035
Zambia;11.462365;13.08857;16.39466155;19.71112492;22.9038155;11.462365;13.08857;16.96830904;21.36776759;25.90562784;11.462365;13.08857;17.81014426;23.69419912;30.55855043;11.462365;13.08857;17.77610652;23.54839751;30.20122815;11.462365;13.08857;16.33430129;19.49075408;22.46610644
Zimbabwe;12.570686;12.571454;12.90428779;12.96340869;12.69763322;12.570686;12.571454;13.07504493;13.32696573;13.31017222;12.570686;12.571454;13.52046102;14.79083064;15.74344531;12.570686;12.571454;13.11848592;13.59799206;13.82391857;12.570686;12.571454;12.51827217;11.81809806;10.80329719
