Countries;CO2 total excl. Land Use excl. BB (ktCO2);;;;;CH4 ( ktCH4);;;;;N2O (ktN2O);;;;;HFC tot (GWP100, ktCO2e);;;;;PFC tot (GWP100, ktCO2e);;;;;SF6 tot (ktSF6);;;;;CO2 Land Use (ktCO2);;;;;
;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;32273.61;34666.58;43618.14;47466.31;41718.93;661.15;690.36;709.36;712.36;662.41;27.73;28.86;28.72;25.80;24.89;1.24;60.04;416.28;859.72;1152.89;1.36;100.59;415.59;221.79;319.42;0.00;0.00;0.00;0.00;0.06;-2317.87;-2317.87;-2319.54;-1814.36;-7149.83;
Israel;35169.83;48066.84;59098.22;61686.03;70166.64;90.96;115.17;128.36;164.40;159.46;5.21;6.18;6.50;6.87;5.54;4.56;131.68;691.93;1304.97;1751.12;43.83;82.32;90.50;108.75;129.04;0.04;0.03;0.04;0.02;0.02;110.00;110.00;110.00;-73.33;0.00;
Italy;424391.39;433214.91;454232.80;491533.62;420570.24;2246.08;2213.80;2228.15;1911.65;1798.09;101.97;96.11;100.66;94.50;63.33;1972.21;3176.57;7099.48;9114.45;11649.41;1031.85;420.46;645.31;667.53;580.72;0.05;0.05;0.05;0.04;0.05;-34283.75;-34283.75;-34287.55;-35019.82;-34287.04;
Jamaica;7508.90;8780.58;10205.94;10616.46;7895.21;58.86;66.82;65.54;62.06;61.46;1.55;1.90;2.01;2.09;2.08;0.01;3.55;17.81;50.30;66.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;774.55;774.55;781.26;814.14;814.67;
Japan;1170069.67;1245660.17;1274129.88;1311257.96;1242266.00;3187.50;2854.42;2261.72;2012.17;1918.38;119.35;122.81;104.29;96.40;83.10;9154.34;33239.30;34139.80;40768.50;50342.80;5201.48;12078.90;9588.10;8162.05;8801.14;0.60;0.79;0.30;0.19;0.19;-74330.41;-74330.41;-74332.84;-39119.07;-142546.82;
Jordan;10187.63;13846.65;15570.58;19886.82;20654.08;41.24;58.31;66.64;87.23;98.73;2.03;2.61;2.56;2.76;1.91;0.00;0.04;19.71;110.33;145.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Kazakhstan;250649.29;181276.52;130592.63;181545.85;242123.04;3305.36;2079.26;1846.60;2587.78;3216.29;101.73;59.79;47.95;53.80;56.30;0.03;11.39;57.54;336.66;442.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300.40;300.40;297.05;-131.68;0.28;
Kenya;6429.61;6621.41;8525.71;8832.18;13178.90;967.82;1032.22;1061.11;1219.75;1308.44;29.95;30.27;29.83;34.20;36.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.46;0.46;0.64;0.00;0.00;0.00;0.00;0.00;58613.66;58613.66;58512.52;-47194.71;-30533.90;
Kiribati;20.00;22.44;28.81;28.42;35.35;0.48;0.53;0.61;0.68;0.76;0.01;0.01;0.01;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-7.51;-7.51;-7.51;-7.27;-5.62;
Korea, Democratic People's Republic of;130805.37;88225.56;73527.28;79460.92;69031.32;1029.79;846.43;824.94;919.08;886.25;31.41;14.08;11.04;10.90;10.46;0.17;73.09;1760.06;2787.06;3791.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12307.46;12307.46;12301.75;11935.08;14135.08;
Korea, Republic of;268064.93;400532.75;478539.07;513027.19;593699.87;1490.53;1431.88;1472.21;1523.17;1523.10;33.99;52.46;59.93;46.50;47.37;1901.74;3340.34;8371.85;4933.90;6346.70;782.61;1149.10;2164.90;2453.67;3056.57;0.15;0.16;0.17;0.19;0.21;-34466.67;-34466.67;-34466.67;-43266.67;-48400.00;
Kuwait;32220.71;39739.27;54317.01;74711.95;86845.33;258.10;485.94;493.75;616.46;592.49;1.91;3.07;3.33;3.47;2.23;0.15;30.34;147.35;539.57;713.10;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.01;0.02;0.06;-31.21;-31.21;-31.21;-32.79;-41.64;
Kyrgyzstan;23604.64;4668.24;4754.97;4162.64;4982.79;277.27;176.10;165.99;171.01;188.97;9.39;4.67;4.68;4.39;4.73;0.00;1.11;7.95;24.00;31.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-2417.13;-2417.13;-2399.99;-2420.00;14446.67;
Lao People's Democratic Republic;1367.11;1341.58;1322.04;1500.54;2836.62;387.64;392.87;343.78;514.17;700.81;14.37;15.26;10.53;20.50;28.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8444.33;8444.33;8444.33;16199.33;16199.33;
Latvia;20341.54;9564.63;7300.02;7971.75;8517.35;260.40;150.27;135.22;147.85;153.69;9.94;4.19;3.85;122.00;4.46;0.08;29.94;190.04;876.63;1155.60;0.68;1.82;5.67;5.53;7.38;0.00;0.00;0.00;0.00;0.00;-9739.58;-9739.58;-9736.68;-1091.67;-12678.10;
Lebanon;5974.59;14467.85;15231.12;16510.69;20565.18;33.24;38.46;43.08;48.70;57.76;1.20;1.85;1.93;2.09;1.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-49.05;-53.53;
Lesotho;142.42;198.00;231.40;241.75;281.75;54.18;56.39;54.71;57.90;60.07;1.82;1.82;1.89;1.48;1.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-40.33;-40.33;-40.33;-36.67;-36.67;
Liberia;392.33;300.72;433.67;574.37;677.58;42.37;36.74;55.03;62.73;74.03;0.68;0.60;0.87;0.81;1.07;0.00;0.10;1.28;13.50;17.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14994.84;14994.84;14994.84;14994.84;14994.84;
Libyan Arab Jamahiriya;36788.06;48786.18;49206.92;55897.11;65989.72;797.99;746.68;623.44;783.55;864.14;4.35;6.17;6.15;6.06;4.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.03;0.00;0.00;0.00;0.00;0.00;
Liechtenstein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10.34;-10.34;-10.34;0.00;0.00;
Lithuania;34942.70;14807.47;11374.10;13522.61;13341.25;362.02;245.53;238.09;240.14;240.59;18.63;10.31;14.75;18.20;14.83;0.07;28.93;164.54;642.12;848.29;0.92;2.65;8.36;8.23;10.99;0.00;0.00;0.00;0.00;0.00;2163.54;2163.54;2161.93;2572.64;582.10;
Luxembourg;11656.62;8863.04;8695.70;12037.47;11143.64;46.64;59.48;48.51;50.16;58.85;1.28;1.52;1.35;1.48;1.53;0.14;9.64;51.08;99.51;133.47;0.09;0.30;1.04;1.12;1.50;0.00;0.00;0.00;0.00;0.00;-235.12;-235.12;-733.36;3.64;3.64;
Macedonia, the former Yugoslav Republic of;11171.36;8666.03;9012.31;9648.70;9136.48;79.16;69.74;70.94;67.51;65.16;2.65;2.38;2.14;41.20;1.66;0.02;9.77;51.85;119.05;158.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.72;-733.33;-733.30;1246.67;0.00;
Madagascar;937.75;1455.29;1730.51;2072.64;2635.04;811.71;813.79;851.89;915.00;936.96;29.31;28.24;29.68;31.30;25.93;0.00;0.47;3.06;6.80;9.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38427.98;38427.98;37210.20;25016.03;32251.23;
Malawi;665.70;977.92;1051.41;1242.73;1541.69;192.72;184.48;186.11;196.00;216.12;9.00;7.85;6.68;8.67;9.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6295.96;6295.96;6669.85;7016.32;6165.56;
Malaysia;55493.31;86641.37;122859.96;173041.30;203177.53;1124.76;1349.77;1395.66;1742.04;1599.94;45.10;48.78;44.59;52.40;48.42;0.06;0.09;6.87;26.11;34.60;0.59;1.11;90.14;340.92;451.93;0.02;0.03;0.02;0.03;0.04;124661.96;124661.96;122655.94;150776.72;-17793.78;
Maldives;57.52;162.05;280.89;539.34;818.23;1.18;1.38;1.63;1.98;2.44;0.02;0.04;0.04;0.06;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.33;-0.73;
Mali;538.58;894.44;939.60;1100.17;1418.03;449.49;496.50;556.49;651.69;842.28;18.63;19.62;21.88;25.10;34.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6537.67;6537.67;6537.67;6534.00;6534.00;
Malta;2322.54;2387.05;2135.80;2732.18;2468.34;8.73;9.96;10.96;11.63;11.20;0.24;0.25;0.22;0.24;0.20;0.01;8.86;49.97;114.17;152.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Marshall Islands;;;;;;0.23;0.27;0.29;0.32;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;
Mauritania;485.52;1075.81;1304.22;1638.77;2187.73;168.72;171.93;225.50;255.61;283.92;4.81;4.85;6.41;7.21;7.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1100.00;1100.00;1100.00;1100.00;513.33;
Mauritius;977.21;831.23;1494.06;2293.10;2897.71;10.01;10.51;11.74;13.01;14.56;0.52;0.58;0.71;75.10;0.54;0.00;0.59;4.38;15.53;20.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-25.67;-25.67;-25.67;183.33;-7.33;
Mexico;289524.98;316980.98;378573.89;415018.59;450531.08;4710.48;4706.05;4917.47;5422.62;5518.73;144.28;141.11;141.92;142.00;139.14;1595.25;1427.87;3347.32;7058.87;8889.90;543.70;359.56;715.12;161.00;81.75;0.04;0.03;0.03;0.02;0.00;17233.33;17233.33;17233.33;17600.00;11000.00;
Micronesia, Federated States of;;;;;;1.01;1.29;1.33;1.36;1.42;0.02;0.03;0.03;0.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-29.33;-29.33;-29.33;-29.33;
Moldova, Republic of;31937.21;12159.31;6772.96;8441.93;8375.07;194.55;183.96;154.93;168.52;162.62;5.66;4.74;2.58;2.95;2.06;0.00;0.60;1.90;7.98;10.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-1234.56;-1234.56;-1234.56;-867.89;-860.56;
Monaco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;
Mongolia;13174.04;10337.58;9046.17;9734.93;13072.35;395.29;428.04;438.95;299.59;292.12;16.62;17.53;16.32;11.30;11.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26495.05;26495.05;27980.60;23782.80;24272.78;
Montenegro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16862.58;
Morocco;24730.61;30445.66;35531.17;46300.96;51348.63;439.23;395.32;457.16;504.83;562.63;18.39;15.37;19.56;21.50;19.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-8800.00;-8800.00;-8800.00;-9533.33;733.33;
Mozambique;1155.20;1251.92;1564.46;2667.57;3789.96;561.08;509.85;617.63;654.74;465.47;34.26;28.49;30.99;30.10;7.15;0.00;1.47;18.77;75.23;99.53;0.00;0.00;24.95;205.91;270.17;0.00;0.00;0.00;0.00;0.00;35200.00;35200.00;35200.00;35933.33;30066.67;
Myanmar;4416.60;7358.09;10012.53;11019.19;8473.74;3999.66;4278.77;3187.69;3725.29;3764.54;142.96;154.55;100.97;102.00;84.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102534.81;102534.81;102845.22;77960.54;79317.29;
Namibia;757.70;1771.11;1828.91;2344.50;3013.34;169.21;157.61;218.17;250.06;237.98;8.22;7.50;11.30;12.40;9.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8708.03;8708.03;9045.09;8904.81;8827.98;
Nauru;0.65;0.74;0.84;0.94;1.03;0.09;0.11;0.12;0.13;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Nepal;1068.15;2026.24;3376.57;3329.59;4811.29;965.99;988.04;1009.82;1062.71;1119.62;11.58;12.77;13.65;14.60;14.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35788.15;35788.15;35849.72;31446.08;5723.94;
Netherlands;162035.65;175332.51;176953.53;185164.21;186963.86;1436.61;1401.99;1162.47;1019.99;966.34;57.86;57.57;51.02;48.60;29.69;2792.85;4228.10;6200.38;3119.54;3414.78;3157.97;2171.48;1027.80;406.56;203.28;0.01;0.01;0.01;0.01;0.07;2365.99;2365.99;2365.97;2770.33;955.26;
New Zealand;23590.96;26808.15;33041.58;36434.65;33689.72;1270.97;1292.52;1265.90;1310.30;1340.12;33.91;36.23;37.26;42.00;36.56;0.16;67.25;347.28;721.71;966.17;894.05;666.05;362.46;201.52;100.76;0.00;0.00;0.00;0.00;0.00;-21634.87;-21634.87;-21635.86;-14669.25;-16135.91;
Nicaragua;1956.28;2710.04;3754.25;4299.39;4811.98;229.10;220.71;265.00;287.81;303.13;9.98;9.78;10.62;11.20;11.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28848.32;28848.32;28846.99;28869.85;28826.59;
Niger;746.76;978.76;1141.99;1388.47;1772.29;212.49;253.06;291.58;284.73;320.16;5.90;7.14;8.16;6.36;6.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6966.67;6966.67;6966.67;1466.67;1466.67;
Nigeria;74274.92;84888.01;97557.17;98346.98;85395.61;3105.80;3639.48;3940.07;4017.50;4229.36;62.87;65.32;68.34;70.30;114.44;0.01;3.99;88.12;339.07;449.20;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;183700.00;183700.00;183700.00;145200.00;170133.33;
Niue;;;;;;0.04;0.04;0.04;0.04;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.19;22.19;22.19;34.21;-12.08;
Norway;37118.23;41483.62;42445.10;43886.22;46523.38;677.94;774.32;824.37;823.19;817.16;17.79;18.56;18.29;18.80;10.64;0.04;28.61;162.26;319.04;428.10;6324.65;4244.75;4714.46;4686.18;4241.61;0.09;0.03;0.04;0.01;0.03;-14247.35;-14247.35;-14248.03;-21214.93;-22684.39;
Oman;15642.44;18823.01;25044.34;34589.19;65150.81;293.70;325.44;492.01;693.10;787.01;1.25;1.63;1.85;2.15;3.63;0.02;6.32;8.57;173.63;225.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-1.76;-1.76;-1.76;-1.66;-4.12;
Pakistan;61863.12;83549.80;105079.79;130772.20;151504.32;4324.18;4819.22;5577.38;6603.54;7392.01;59.50;76.53;89.52;99.00;96.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.01;0.03;0.05;21633.33;21633.33;21633.33;20533.33;22000.00;
Palau;9.68;13.79;31.23;26.68;32.08;0.05;0.06;0.06;0.06;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;-143.00;-143.00;-139.33;0.00;
Panama;2712.59;4380.21;5194.84;7157.50;9071.57;131.87;139.85;132.83;153.57;157.69;3.30;3.50;3.38;3.89;4.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8915.42;8915.42;8913.33;9274.81;8541.48;
Papua New Guinea;2534.33;2401.89;2978.93;5092.97;6106.39;115.45;100.71;95.28;91.13;100.04;6.22;5.80;5.20;4.44;3.90;0.01;8.64;0.55;55.62;71.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57110.27;57110.27;51085.42;49747.25;55424.63;
Paraguay;2217.96;3885.78;3695.82;3868.89;5130.51;738.14;783.91;723.06;752.31;780.24;28.93;28.43;25.25;29.10;29.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;70659.36;70659.36;70659.36;72646.31;127874.83;
Peru;20752.59;25867.78;28983.86;31694.62;44964.79;646.45;693.02;778.69;794.11;902.03;18.09;20.52;24.80;58.20;26.81;0.04;20.83;103.09;327.63;434.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44820.70;44820.70;44818.66;45696.57;70446.96;
Philippines;42048.45;63454.67;74985.14;81008.34;85534.32;1978.46;2133.15;2376.72;2532.05;2668.99;31.88;35.01;39.89;40.80;40.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.24;-2640.00;-2640.00;-2640.00;11293.33;29480.00;
Poland;357726.74;351917.04;309302.68;306714.09;322663.78;5124.33;4049.20;3466.35;3361.92;3117.86;94.36;95.04;95.98;101.00;86.57;0.08;101.13;667.21;1736.73;2314.33;427.82;532.88;519.30;592.72;640.84;0.00;0.01;0.01;0.01;0.61;-13713.81;-13713.81;-13708.75;-24360.57;-107181.50;
Portugal;42860.58;52684.57;64146.13;67297.27;52759.53;469.85;503.37;585.22;649.82;601.42;15.96;16.71;18.99;19.70;13.89;0.15;57.65;352.73;647.71;871.49;6.94;8.89;32.90;33.68;44.11;0.00;0.01;0.01;0.00;0.12;1545.10;1545.10;1537.94;5749.24;0.91;
Qatar;16572.29;20504.00;30880.12;41696.15;71005.87;209.50;239.72;631.34;895.23;1919.89;4.32;5.10;9.02;4.91;1.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Romania;185273.73;129466.44;95670.38;103486.14;82575.10;1781.23;1352.86;1197.11;1237.00;1243.62;71.38;55.28;44.63;42.10;28.41;0.04;32.44;118.20;418.79;552.99;2010.82;1343.48;676.01;324.98;162.49;0.00;0.00;0.00;0.00;0.00;1564.87;1564.87;1482.67;87.66;-4062.78;
Russian Federation;2378912.89;1735009.56;1664711.40;1720002.87;1720282.47;29756.30;23125.90;22189.10;23546.80;25407.00;518.44;289.76;328.48;280.00;205.58;5035.59;8353.80;16788.70;24231.30;30833.50;16105.80;22777.60;25105.70;26830.90;30281.24;0.20;0.39;0.38;0.39;0.39;213476.80;213476.80;201837.96;22606.59;-143021.74;
Rwanda;615.20;646.36;827.57;947.31;1169.29;70.69;73.93;96.00;120.01;137.33;2.31;1.86;2.58;3.30;5.39;0.00;0.28;1.68;47.50;61.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9535.31;9535.31;9374.99;-9309.23;-455.10;
Saint Kitts and Nevis;89.21;107.64;146.07;140.79;164.02;1.23;1.37;1.55;1.62;1.40;0.02;0.05;0.05;0.05;0.05;0.00;0.07;0.82;3.28;4.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.01;-31.01;-31.01;-20.65;104.88;
Saint Lucia;240.61;265.78;389.22;435.99;510.91;1.76;1.82;1.88;1.96;2.04;0.10;0.21;0.12;0.10;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-39.51;-39.51;-39.51;-17.29;218.92;
Saint Vincent and the Grenadines;139.01;176.67;241.10;256.82;295.35;1.42;1.54;1.65;1.69;1.86;0.06;0.06;0.07;0.06;0.06;0.00;0.02;0.69;1.88;2.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-107.05;-107.05;-107.05;-48.81;182.40;
Samoa;96.80;97.65;129.87;114.81;115.61;5.45;5.35;5.51;6.03;6.20;0.11;0.11;0.12;0.13;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-2058.61;-2058.61;-2058.61;-109.76;-541.22;
San Marino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;
Sao Tome and Principe;31.38;24.84;36.73;42.22;52.95;1.37;1.57;1.76;1.96;2.16;0.02;0.02;0.03;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;293.33;
Saudi Arabia;168153.75;215412.34;260258.10;306034.49;421544.20;1464.89;1876.77;2061.62;2551.15;2871.91;20.66;22.47;25.68;27.30;20.16;0.05;17.10;75.49;196.86;261.74;0.00;0.00;0.00;0.00;0.00;0.10;0.05;0.05;0.08;0.00;0.00;0.00;0.00;0.00;0.00;
Senegal;2371.14;2760.93;4071.90;5779.08;6946.73;267.99;294.51;337.03;364.84;463.48;9.57;10.16;12.34;13.20;20.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6966.67;6966.67;6966.67;6600.00;5866.67;
Serbia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-64823.52;
Serbia and Montenegro;65793.38;46577.90;50560.90;60675.10;58090.82;568.54;459.77;411.94;360.14;313.61;18.27;14.25;13.82;14.30;24.02;0.52;203.22;1661.98;4293.77;5727.62;761.91;158.85;306.08;128.97;114.03;0.00;0.00;0.00;0.00;0.00;-4836.07;-5869.86;-5868.26;-6168.28;;
Seychelles;208.95;129.21;202.66;339.77;484.48;0.85;0.91;0.94;1.02;1.13;0.04;0.04;0.05;0.07;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Sierra Leone;694.36;595.26;719.32;882.08;1122.49;138.54;126.85;112.22;117.74;156.49;3.84;3.62;2.50;2.23;5.08;0.00;0.07;0.06;4.74;6.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5694.33;5694.33;5694.33;5698.00;5690.67;
Singapore;30242.27;43372.71;48676.59;40309.95;45426.56;46.70;73.81;80.21;108.31;113.96;2.91;6.32;21.40;5.87;6.04;12.64;131.97;728.88;1429.69;1914.50;124.21;234.52;420.94;765.55;976.59;0.02;0.01;0.01;0.01;0.02;-17.73;-17.73;-17.73;43.49;65.15;
Slovakia;60227.11;45562.40;42036.91;42631.99;40663.99;307.20;211.68;211.13;193.50;189.75;16.88;13.07;10.88;11.90;10.90;0.02;18.95;109.34;319.73;424.68;86.57;21.38;76.31;76.98;79.59;0.00;0.00;0.00;0.00;0.00;-10115.91;-9893.10;-9893.02;-9196.95;-6410.28;
Slovenia;15610.92;15681.38;15861.03;17791.97;17246.68;144.47;126.48;136.72;141.91;138.15;4.09;3.15;3.63;3.60;3.77;0.03;26.41;144.14;356.42;475.11;767.44;307.03;177.23;110.33;11.98;0.00;0.00;0.00;0.00;0.00;-10345.08;-6831.39;-6831.39;-10351.39;-7858.05;
Solomon Islands;114.58;117.91;145.53;158.88;233.04;97.42;66.97;66.38;68.75;67.65;11.83;7.45;7.82;8.36;8.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1686.67;1686.67;1686.67;1686.67;1613.33;
Somalia;664.88;727.73;824.56;931.23;1110.08;622.02;650.36;713.30;748.93;756.58;12.93;14.61;15.37;15.70;15.57;0.00;0.02;0.54;1.16;1.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15766.67;15766.67;15766.67;17600.00;15400.00;
South Africa;268172.27;285326.54;306827.88;371582.73;405629.78;2541.42;2631.16;2831.68;3113.78;3110.06;73.82;81.08;77.54;83.50;70.55;0.15;46.67;254.64;524.53;702.64;437.04;195.37;458.81;499.85;545.03;0.04;0.04;0.04;0.06;0.04;974.48;974.48;926.13;1174.13;1149.66;
Spain;226845.57;251490.54;306335.22;362953.85;282907.30;1562.33;1555.70;1672.08;1729.28;1772.87;84.47;85.48;93.01;89.10;72.74;1950.34;2628.08;3296.76;6300.27;7672.12;3827.28;3419.34;2394.18;2121.39;1507.11;0.02;0.03;0.10;0.03;0.01;-46739.29;-46739.29;-46676.23;-46720.34;-33134.92;
Sri Lanka;4224.44;6213.07;11450.80;14500.76;14866.28;548.29;552.67;457.43;490.10;561.90;5.68;6.30;6.60;6.76;6.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5159.59;5159.59;5161.07;6398.37;3847.89;
Sudan;5519.75;4568.13;6040.91;10451.91;16231.11;2244.82;2625.43;3066.97;3364.80;4506.60;116.08;123.55;141.30;157.00;268.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;159178.06;159178.06;166007.47;243707.90;160463.80;
Suriname;1650.05;1557.16;1705.61;1822.20;1987.80;46.98;43.96;29.43;31.92;33.12;1.46;1.33;1.10;1.06;0.86;0.00;0.00;0.00;0.00;0.00;284.33;255.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4343.00;4343.00;3942.35;4071.43;3846.64;
Swaziland;250.46;171.98;374.07;463.23;582.51;54.01;54.75;56.81;56.95;64.29;1.75;1.53;1.57;1.54;1.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;147.72;147.72;136.18;202.49;186.33;
Sweden;56693.23;61772.55;57269.32;54344.80;51739.17;548.62;551.72;546.07;548.06;515.19;22.59;22.04;22.21;19.80;18.15;0.17;101.92;568.84;1131.88;1518.08;728.72;686.68;734.42;736.12;743.12;0.01;0.01;0.01;0.01;0.02;-19898.19;-19898.19;-19911.30;-51116.15;-4182.82;
Switzerland;45541.95;44960.04;45065.66;47363.86;46504.54;281.29;267.30;244.12;235.91;238.08;9.29;9.01;8.22;7.83;7.88;0.29;158.84;848.20;1613.84;2166.84;331.42;60.43;100.67;65.23;67.63;0.02;0.02;0.01;0.01;0.03;-1918.96;-1918.96;-1918.96;-1552.30;-3385.63;
