;SSP1;;;;;SSP2;;;;;SSP3;;;;;SSP4;;;;;SSP5;;;;
Peru;176.017;248.847;428.611;692.033;1025.122;176.017;248.847;432.163;653.711;883.488;176.017;248.847;441.714;648.638;819.033;176.017;248.847;428.672;639.229;853.139;176.017;248.847;425.112;716.672;1114.086
Philippines;260.987;332.055;521.994;871.821;1477.34;260.987;332.055;528.14;818.91;1222.574;260.987;332.055;535.44;783.475;1047.765;260.987;332.055;533.031;755.582;953.109;260.987;332.055;522.908;940.124;1753.316
Poland;525.722;660.478;904.195;1183.144;1452.728;525.722;660.478;897.648;1129.031;1335.099;525.722;660.478;883.903;1059.054;1162.427;525.722;660.478;896.548;1162.144;1404.688;525.722;660.478;915.879;1268.261;1656.97
Portugal;224.643;230.606;253.869;314.359;387.153;224.643;230.606;252.432;301.271;355.143;224.643;230.606;247.043;276.71;294.2;224.643;230.606;251.771;306.56;366.729;224.643;230.606;257.926;341.673;459.367
Qatar;57.069;122.76;257.151;329.662;383.335;57.069;122.76;266.067;355.354;405.205;57.069;122.76;255.913;335.91;377.102;57.069;122.76;268.379;392.37;491.31;57.069;122.76;285.173;472.744;662.672
Romania;202.526;234.124;300.584;424.498;570.902;202.526;234.124;299.725;392.816;470.979;202.526;234.124;300.818;374.222;407.964;202.526;234.124;298.699;389.111;465.652;202.526;234.124;301.073;453.09;657.795
Russian Federation;1696.729;2015.118;2942.177;4265.178;5729.008;1696.729;2015.118;2931.945;3986.781;4968.223;1696.729;2015.118;2914.395;3777.636;4459.877;1696.729;2015.118;2911.386;3995.421;5138.977;1696.729;2015.118;2971.309;4743.159;7064.472
Rwanda;7.734;11.057;21.72;46.865;100.651;7.734;11.057;22.017;42.639;77.102;7.734;11.057;22.27;38.695;58.621;7.734;11.057;22.225;37.473;53.247;7.734;11.057;21.839;51.569;123.303
Saint Kitts and Nevis;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Lucia;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Vincent and the Grenadines;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;0.691;0.722;0.873;1.227;1.739;0.691;0.722;0.888;1.162;1.461;0.691;0.722;0.927;1.233;1.533;0.691;0.722;0.894;1.085;1.188;0.691;0.722;0.846;1.2;1.711
San Marino;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;490.578;563.632;892.067;1327.419;1800.413;490.578;563.632;901.722;1321.315;1746.902;490.578;563.632;900.64;1329.943;1813.803;490.578;563.632;918.466;1433.978;2119.827;490.578;563.632;908.468;1475.347;2321.638
Senegal;18.232;21.61;33.917;65.615;130.848;18.232;21.61;34.502;60.497;103.721;18.232;21.61;35.615;57.881;85.155;18.232;21.61;35.374;55.841;77.511;18.232;21.61;33.764;69.433;152.107
Serbia and Montenegro;63.373;69.977;85.304;115.046;151.633;63.373;69.977;85.208;109.763;133.625;63.373;69.977;84.747;102.81;114.096;63.373;69.977;84.243;105.93;127.177;63.373;69.977;85.679;123.022;177.38
Seychelles;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;3.334;4.352;9.21;18.897;41.953;3.334;4.352;9.313;16.928;30.844;3.334;4.352;9.301;15.142;22.619;3.334;4.352;9.333;14.922;21.072;3.334;4.352;9.293;20.917;52.758
Singapore;193.557;264.851;383.146;483.045;546.53;193.557;264.851;383.624;482.868;549.103;193.557;264.851;376.162;448.454;474.666;193.557;264.851;380.905;471.085;519.092;193.557;264.851;390.953;516.057;622.6
Slovakia;87.124;109.477;151.136;199.621;250.611;87.124;109.477;150.276;193.537;238.835;87.124;109.477;147.51;179.723;203.499;87.124;109.477;149.721;196.025;242.016;87.124;109.477;153.703;214.758;288.236
Slovenia;46.961;51.321;61.824;76.698;94.055;46.961;51.321;61.451;74.277;89.664;46.961;51.321;60.069;68.272;75.208;46.961;51.321;61.294;75.292;90.892;46.961;51.321;62.946;83.625;111.556
Solomon Islands;0.974;1.308;2.15;4.088;7.681;0.974;1.308;2.162;3.708;6.035;0.974;1.308;2.165;3.437;4.97;0.974;1.308;2.15;3.311;4.591;0.974;1.308;2.156;4.405;9.135
Somalia;0;0.315;0.539;1.451;4.338;0;0.315;0.487;1.006;2.056;0;0.315;0.455;0.81;1.291;0;0.315;0.442;0.721;0.966;0;0.315;0.541;1.68;5.828
South Africa;405.757;474.761;710.767;1086.864;1572.447;405.757;474.761;709.196;1024.291;1369.723;405.757;474.761;696.646;933.803;1123.217;405.757;474.761;699.956;984.82;1276.607;405.757;474.761;716.45;1156.482;1813.241
Spain;1188.61;1242.302;1396.963;1613.352;1921.023;1188.61;1242.302;1392.132;1569.988;1784.012;1188.61;1242.302;1360.832;1444.081;1487.774;1188.61;1242.302;1382.527;1561.82;1807.919;1188.61;1242.302;1422.13;1744.121;2280.395
Sri Lanka;69.74;95.022;179.881;310.885;493.71;69.74;95.022;180.569;294.842;423.233;69.74;95.022;180.838;276.811;350.811;69.74;95.022;177.587;283.211;388.906;69.74;95.022;179.469;327.536;556.617
Sudan;61.955;88.125;140.428;270.197;542.598;61.955;88.125;143.68;251.296;429.305;61.955;88.125;146.679;239.335;358.799;61.955;88.125;147.116;231.459;316.712;61.955;88.125;141.372;293.127;655.886
Suriname;3.06;3.73;5.86;9.61;14.714;3.06;3.73;5.91;9.079;12.845;3.06;3.73;5.965;8.823;11.67;3.06;3.73;5.856;8.864;12.334;3.06;3.73;5.872;10.196;16.654
Swaziland;4.99;5.638;5.949;9.103;15.39;4.99;5.638;5.896;8.18;11.991;4.99;5.638;5.801;7.193;9.05;4.99;5.638;5.728;6.881;8.341;4.99;5.638;5.949;9.68;18.035
Sweden;295.27;316.691;413.889;520.594;647.333;295.27;316.691;411.693;506.216;612.435;295.27;316.691;401.093;465.361;515.244;295.27;316.691;409.058;509.856;624.986;295.27;316.691;422.76;568.859;773.402
Switzerland;266.122;294.115;358.279;435.502;529.457;266.122;294.115;356.387;419.135;491.907;266.122;294.115;348.218;386.494;413.825;266.122;294.115;355.297;428.867;515.096;266.122;294.115;364.912;476.996;636.801
Syrian Arab Republic;76.403;96.934;161.611;298.783;526.701;76.403;96.934;163.696;285.665;458.302;76.403;96.934;164.962;273.723;401.744;76.403;96.934;164.303;265.691;373.669;76.403;96.934;161.978;318.495;612.719
Tajikistan;9.682;13.333;22.833;45.184;85.754;9.682;13.333;22.927;39.412;63.37;9.682;13.333;23.624;39.647;59.31;9.682;13.333;22.902;34.696;45.292;9.682;13.333;22.502;47.14;90.689
Tanzania_United Republic of;40.354;56.273;103.978;227.49;496.912;40.354;56.273;106.837;213.831;397.54;40.354;56.273;108.36;198.298;320.639;40.354;56.273;107.876;190.579;289.508;40.354;56.273;104.107;247.41;602.001
Thailand;445.195;530.367;834.959;1399.69;2151.675;445.195;530.367;834.091;1298.901;1825.866;445.195;530.367;829.287;1184.014;1455.361;445.195;530.367;826.484;1252.853;1695.807;445.195;530.367;843.089;1526.558;2544.382
Timor-Leste;0.968;1.481;3.365;7.503;16.487;0.968;1.481;3.41;6.7;11.941;0.968;1.481;3.574;6.829;10.967;0.968;1.481;3.456;5.913;8.078;0.968;1.481;3.294;7.692;17.546
Togo;4.641;5.414;9.058;18.017;38.662;4.641;5.414;9.097;15.622;26.029;4.641;5.414;9.103;14.372;20.306;4.641;5.414;9.087;14.051;18.68;4.641;5.414;9.095;19.823;48.205
Tonga;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;26.384;31.079;38.189;49.05;59.16;26.384;31.079;38.364;47.267;54.489;26.384;31.079;38.735;46.404;50.982;26.384;31.079;38.156;47.819;55.672;26.384;31.079;38.043;50.672;63.96
Tunisia;72.032;89.757;134.561;232.008;358.928;72.032;89.757;134.909;221.628;325.998;72.032;89.757;135.489;213.338;293.374;72.032;89.757;133.608;217.621;316.512;72.032;89.757;135.25;247.388;407.438
Turkey;780.933;912.432;1400.126;2035.822;2804.263;780.933;912.432;1413.624;1976.546;2584.294;780.933;912.432;1431.102;1902.175;2294.494;780.933;912.432;1409.175;1916.463;2413.824;780.933;912.432;1403.01;2134.282;3135.919
Turkmenistan;22.609;37.42;83.227;149.72;220.645;22.609;37.42;84.228;157.973;233.132;22.609;37.42;84.798;152.414;221.765;22.609;37.42;82.704;149.354;218.546;22.609;37.42;82.77;158.831;243.738
Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;
Uganda;25.903;38.411;71.123;159.596;366.797;25.903;38.411;73.156;148.771;290.163;25.903;38.411;74.534;138.329;231.654;25.903;38.411;74.219;132.845;209.001;25.903;38.411;71.258;173.289;445.117
Ukraine;263.007;276.283;396.812;621.655;939.575;263.007;276.283;393.901;558.995;752.798;263.007;276.283;391.36;511.526;607.553;263.007;276.283;391.264;553.49;745.575;263.007;276.283;400.433;690.3;1147.082
United Arab Emirates;235.763;268.295;376.244;559.447;757.912;235.763;268.295;380.324;545.477;671.988;235.763;268.295;385.55;542.086;611.045;235.763;268.295;376.567;537.446;649.352;235.763;268.295;375.745;587.826;865.592
United Kingdom;1971.522;2014.292;2484.097;3117.233;3873.846;1971.522;2014.292;2469.653;2989.88;3550.309;1971.522;2014.292;2413.459;2772.059;3023.135;1971.522;2014.292;2453.564;3038.311;3683.516;1971.522;2014.292;2530.443;3387.813;4582.498
United States;12622.125;13087.12;17156.082;21979.945;26777.92;12622.125;13087.12;17032.556;20965.924;24320.367;12622.125;13087.12;16642.448;19477.085;21325.099;12622.125;13087.12;16972.432;21559.684;25898.886;12622.125;13087.12;17514.176;23990.207;31738.969
Uruguay;32.009;42.434;61.655;87.864;118.654;32.009;42.434;61.81;82.341;102.454;32.009;42.434;62.352;79.884;92.544;32.009;42.434;61.327;80.393;97.511;32.009;42.434;61.489;91.614;129.618
Uzbekistan;52.359;78.648;146.602;269.211;449.177;52.359;78.648;147.244;253.121;383.686;52.359;78.648;149.025;242.512;332.843;52.359;78.648;144.823;249.55;387.677;52.359;78.648;144.595;274.826;476.509
Vanuatu;0.739;0.957;1.38;2.451;4.622;0.739;0.957;1.393;2.255;3.649;0.739;0.957;1.403;2.129;3.072;0.739;0.957;1.401;2.085;2.885;0.739;0.957;1.384;2.648;5.566
Venezuela;263.762;316.397;437.411;613.86;823.732;263.762;316.397;442.727;607.469;805.839;263.762;316.397;449.114;620.159;874.948;263.762;316.397;440.08;595.174;774.003;263.762;316.397;438.357;660.302;1035.943
Viet Nam;178.075;249.923;470.241;861.649;1433.129;178.075;249.923;471.171;787.227;1162.048;178.075;249.923;472.887;745.518;999.625;178.075;249.923;466.722;774.129;1135.561;178.075;249.923;473.046;938.48;1692.977
Yemen;46.172;57.076;70.414;126.893;239.079;46.172;57.076;71.669;126.514;223.994;46.172;57.076;72.648;123.098;196.657;46.172;57.076;72.489;119.403;184.759;46.172;57.076;70.128;131.294;265.037
Zambia;13.269;18.112;34.634;76.128;168.62;13.269;18.112;35.45;69.835;130.562;13.269;18.112;36.695;67.24;110.301;13.269;18.112;36.489;64.174;98.79;13.269;18.112;34.713;83.02;203.499
Zimbabwe;5.908;5.221;7.287;13.452;29.872;5.908;5.221;7.318;12.007;22.199;5.908;5.221;7.468;11.391;18.212;5.908;5.221;7.23;10.204;14.842;5.908;5.221;7.132;13.813;32.084
