year            ;1990;1995;2000;2005;2010;2011;2012
186;-5.33E+11;-1.68E+12;-2.55E+12;-2.24E+12;-3.00E+12;-2.76E+12;-3.01E+12
191;-4.80E+09;2.99E+10;3.95E+10;2.31E+10;-5.17E+10;3.43E+10;-4.42E+10
193;3.33E+09;3.99E+09;3.83E+09;3.30E+09;7.66E+10;8.02E+10;7.12E+10
194;1.94E+12;2.07E+12;8.88E+11;5.42E+11;1.89E+11;2.07E+11;1.86E+11
195;6.98E+12;3.45E+12;2.52E+12;8.46E+11;4.81E+12;3.14E+12;7.62E+12
197;1.18E+12;8.67E+11;8.04E+11;2.49E+12;1.22E+12;7.14E+11;-5.39E+11
198;1.89E+11;-1.31E+11;-2.48E+11;-7.70E+10;1.34E+11;-1.71E+11;-1.60E+11
199;1.45E+11;5.02E+10;2.58E+11;-1.05E+12;9.58E+11;9.69E+11;9.28E+11
201;1.03E+12;1.47E+12;2.07E+12;4.17E+12;3.38E+12;2.80E+12;2.36E+12
202;1.17E+13;1.25E+13;1.19E+13;6.89E+12;-1.08E+13;-1.31E+13;-1.28E+13
203;-1.40E+12;-5.28E+12;-6.79E+12;-3.33E+12;-3.52E+12;-2.98E+12;-3.40E+12
206;1.84E+12;1.21E+13;1.24E+13;2.56E+13;-3.52E+12;-2.55E+12;7.11E+11
207;7.75E+11;5.17E+11;4.93E+11;4.31E+11;5.00E+11;7.16E+11;6.30E+11
208;6.50E+10;-3.93E+11;-5.01E+11;-1.25E+11;1.19E+12;7.48E+11;5.32E+11
209;7.43E+10;-8.09E+10;-9.84E+10;-3.71E+10;-5.48E+10;-5.68E+10;-5.82E+10
210;-4.92E+11;-7.02E+11;-5.98E+11;8.93E+10;1.34E+11;1.68E+11;1.48E+11
211;7.44E+10;-4.41E+11;-9.91E+11;-9.04E+11;-3.09E+10;-8.79E+09;1.87E+10
212;-7.35E+10;-6.82E+11;-6.93E+11;1.93E+12;6.94E+11;-4.01E+10;4.80E+11
213;1.75E+11;-3.07E+11;-1.32E+11;2.89E+12;9.70E+11;6.13E+11;3.47E+11
215;1.33E+13;7.55E+12;3.91E+12;3.79E+12;6.14E+13;3.58E+13;3.94E+13
216;5.61E+13;2.22E+13;1.19E+13;8.85E+11;5.56E+13;2.77E+13;3.05E+13
217;1.61E+12;3.26E+12;3.62E+12;1.48E+12;7.06E+12;4.18E+12;3.00E+12
220;1.74E+11;9.91E+10;8.73E+10;2.51E+10;1.48E+10;1.27E+10;1.14E+10
221;8.79E+10;7.88E+10;7.20E+10;1.10E+11;1.74E+10;2.08E+10;2.16E+10
222;6.94E+10;7.49E+09;1.65E+10;-4.94E+10;5.46E+10;4.76E+10;3.98E+10
223;1.07E+13;5.17E+12;2.07E+12;2.43E+12;-5.08E+12;-8.68E+12;-9.38E+12
225;1.97E+10;8.08E+10;8.85E+10;2.28E+10;-1.47E+11;-1.06E+11;-1.09E+11
226;1.26E+13;1.04E+13;7.17E+12;7.26E+12;8.18E+12;6.19E+12;7.43E+12
229;-1.24E+12;-2.86E+12;-4.78E+12;-4.60E+12;-1.33E+12;-1.24E+12;-2.29E+12
230;3.10E+12;-5.43E+12;-1.20E+13;-1.03E+13;-7.65E+12;-6.93E+12;-6.66E+12
231;-6.92E+12;-2.09E+13;-3.32E+13;-4.04E+13;-5.99E+13;-5.10E+13;-4.03E+13
233;3.89E+12;3.38E+12;3.23E+12;5.12E+12;7.73E+12;3.25E+12;9.08E+12
234;-2.05E+11;3.49E+11;6.11E+11;2.45E+11;2.98E+12;3.79E+12;5.40E+12
235;-4.14E+09;-1.60E+12;-1.85E+12;1.05E+12;1.50E+11;8.58E+10;-8.06E+10
236;1.72E+13;1.60E+13;1.54E+13;1.11E+13;8.84E+12;8.31E+12;7.84E+12
237;1.43E+13;2.50E+13;3.07E+13;2.79E+13;3.64E+13;2.64E+13;2.59E+13
238;-6.59E+12;1.18E+13;5.51E+12;3.92E+13;2.18E+13;3.10E+13;2.21E+13
244;4.48E+09;-1.12E+10;-2.21E+10;-2.27E+10;-1.73E+11;-1.59E+11;-1.64E+11
249;4.28E+11;2.58E+11;2.37E+11;1.78E+11;6.50E+11;-3.16E+11;-1.85E+11
250;4.71E+13;4.74E+13;4.85E+13;4.64E+13;4.90E+13;4.55E+13;4.64E+13
251;6.99E+12;8.58E+12;9.28E+12;9.38E+12;1.62E+13;8.89E+12;1.31E+13
255;-1.07E+12;-1.03E+12;-9.93E+11;2.09E+12;1.20E+12;1.07E+12;1.09E+12
256;-3.04E+10;1.40E+10;3.69E+10;3.78E+10;4.12E+10;3.93E+10;4.73E+10
273;1.07E+12;1.07E+12;1.16E+12;5.96E+11;3.90E+10;1.40E+11;1.04E+11
351;4.80E+14;3.63E+14;3.31E+14;2.93E+14;1.76E+14;1.63E+14;1.39E+14
