Emissions ktCO2eq;;;;;;;CEPII;;;;;;;;;;;;;;;OECD;;;;;;;;;;;;;;;IIASA;;;;;;;;;;;;;;;PIK;;;;;;;;;;;;;;
Country;Emission type;;;;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;
;;1990;1995;2000;2005;2010;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95
Seychelles;co2lu;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;GHGtot;239.2;160.72;237.9;382.89;529.91;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972;470.7455393;555.1302917;639.5622972
Sierra Leone;co2;694.36;595.26;719.32;882.08;1122.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;ch4;2909.34;2663.85;2356.62;2472.54;3286.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;n2o;1190.4;1122.2;775;691.3;1574.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;hfc;0;0.07;0.06;4.74;6.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;GHGexclLU;4794.1;4381.38;3851;4050.66;5989.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;co2lu;4326.666667;3179;2948;9130;4473.333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;GHGtot;9120.766667;7560.38;6799;13180.66;10463.07333;8306.861739;9640.826233;10968.23383;7886.601018;9176.885233;10452.90629;7283.198168;8510.117969;9752.938425;7351.118709;8585.170967;9830.450637;8847.076765;10215.34695;11594.80117;9348.026866;10746.41149;12166.74067;8605.443456;9959.098505;11319.01542;7990.608494;9291.81472;10580.50556;7905.372103;9197.627503;10475.93518;9977.743701;11453.24229;12928.40197;8569.177469;9920.638977;11277.55107;7685.658678;8954.841577;10211.82844;6920.091247;8113.969173;9332.967456;7135.551297;8350.612243;9583.968204;9091.981934;10474.64833;11873.76975;10377.21524;11902.45519;13424.45867;10136.64503;11631.92968;13122.59539;9293.851184;10688.22873;12104.01747;9933.112503;11403.05371;12874.42434;10222.51964;11728.49722;13230.34934
Singapore;co2;30242.27;43372.71;48676.59;40309.95;45426.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;ch4;980.7;1550.01;1684.41;2274.51;2393.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;n2o;902.1;1959.2;6634;1819.7;1872.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;hfc;12.64;131.97;728.88;1429.69;1914.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;pfc;124.21;234.52;420.94;765.55;976.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;sf6;478;239;239;239;478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;GHGexclLU;32739.92;47487.41;58383.82;46838.4;53061.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;co2lu;-755.3333333;436.3333333;1287;-136.0333333;51.33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singapore;GHGtot;31984.58667;47923.74333;59670.82;46702.36667;53112.54333;96469.38899;96469.38899;96469.38899;91186.21411;91186.21411;91186.21411;77308.17039;77308.17039;77308.17039;88934.85904;88934.85904;88934.85904;106167.7419;106167.7419;106167.7419;74483.17076;74483.17076;74483.17076;74398.23057;74398.23057;74398.23057;70233.07277;70233.07277;70233.07277;73006.29135;73006.29135;73006.29135;78302.15468;78302.15468;78302.15468;70450.37534;70450.37534;70450.37534;70154.00454;70154.00454;70154.00454;61739.43312;61739.43312;61739.43312;67292.4086;67292.4086;67292.4086;73698.51544;73698.51544;73698.51544;53245.78186;53245.78186;53245.78186;51393.99073;51393.99073;51393.99073;46691.04539;46691.04539;46691.04539;51459.69969;51459.69969;51459.69969;55672.96358;55672.96358;55672.96358
Solomon Islands;co2;114.58;117.91;145.53;158.88;233.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;ch4;2045.82;1406.37;1393.98;1443.75;1420.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;n2o;3667.3;2309.5;2424.2;2591.6;2604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;GHGexclLU;5827.7;3833.78;3963.71;4194.23;4257.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;co2lu;1609.666667;1620.666667;2453;2156;5316.666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;GHGtot;7437.366667;5454.446667;6416.71;6350.23;9574.356667;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895;39.01500352;43.71548044;48.4185895
Somalia;co2;664.88;727.73;824.56;931.23;1110.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;ch4;13062.42;13657.56;14979.3;15727.53;15888.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;n2o;4008.3;4529.1;4764.7;4867;4826.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;hfc;0;0.02;0.54;1.16;1.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;GHGexclLU;17735.6;18914.41;20569.1;21526.92;21826.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;co2lu;3776.666667;5390;7590;15290;12393.33333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;GHGtot;21512.26667;24304.41;28159.1;36816.92;34219.85333;41596.96716;47027.47538;52437.68095;40166.7029;45456.13828;50746.69015;36556.94294;41508.04605;46448.75017;37990.3992;43059.27989;48139.56199;44660.62411;50353.08006;56081.75989;50247.26487;56569.84096;62785.17169;48414.14281;54530.87797;60594.6011;47249.52757;53234.62037;59200.34731;48064.46311;54141.6722;60176.09253;54391.99282;61112.06991;67693.55101;53733.31762;60382.29738;66894.07343;51539.88953;57984.32876;64317.71484;48541.56424;54672.70249;60746.97101;46399.67476;52288.70441;58170.01213;55421.63315;62223.80068;68910.94531;50284.81302;56611.60208;62830.03796;49461.91942;55696.37829;61846.76248;46719.63272;52644.82883;58560.18117;50220.44727;56540.01437;62753.12733;50208.1488;56526.33599;62738.4319
South Africa;co2;268172.27;285326.54;306827.88;371582.73;405629.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;ch4;53369.82;55254.36;59465.28;65389.38;65311.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;n2o;22884.2;25134.8;24037.4;25885;21870.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;hfc;0.15;46.67;254.64;524.53;702.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;pfc;437.04;195.37;458.81;499.85;545.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;sf6;956;956;956;1434;956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;GHGexclLU;345819.48;366913.74;392000.01;465315.49;495015.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;co2lu;42900;45833.33333;43633.33333;25263.33333;-39600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;co2luUNFCCC;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;GHGtot;388719.48;412747.0733;435633.3433;490578.8233;455415.21;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554;408594.358;505289.8833;602039.5554
Sri Lanka;co2;4224.44;6213.07;11450.8;14500.76;14866.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;ch4;11514.09;11606.07;9606.03;10292.1;11799.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;n2o;1760.8;1953;2046;2095.6;2132.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;GHGexclLU;17499.33;19772.14;23102.83;26888.46;28798.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;co2lu;12796.66667;16390;12356.66667;8103.333333;14556.66667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;GHGtot;30295.99667;36162.14;35459.49667;34991.79333;43355.64667;57020.07054;64222.03328;71357.03965;55447.67093;62471.89739;69474.80187;51448.55443;58041.79491;64667.79495;51663.25127;58273.14146;64926.47299;60999.36432;68611.13718;76085.95482;72726.81114;81513.64795;90226.35198;69450.95679;77862.56367;86196.2652;65837.6656;73886.31967;81816.87427;67815.22261;76042.28573;84192.89528;76140.85417;85271.1042;94384.90637;46125.71334;52213.12683;58327.55125;44036.39451;49946.84374;55857.35096;41549.21009;47183.18548;52844.83833;40275.68189;45781.57825;51315.53013;47507.402;53745.30741;59986.35369;87303.63298;97470.52803;107844.6471;85971.00418;96006.4186;106247.9162;83746.11615;93556.39249;103562.9919;85760.9268;95773.66659;105994.721;86030.35855;96071.09699;106318.2754
Sudan;co2;5519.75;4568.13;6040.91;10451.91;16231.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;ch4;47141.22;55134.03;64406.37;70660.8;94638.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;n2o;35984.8;38300.5;43803;48670;83293.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;GHGexclLU;88645.77;98002.66;114250.28;129782.71;194163.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;co2lu;6746.666667;44366.66667;45466.66667;93866.66667;-12906.66667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;GHGtot;95392.43667;142369.3267;159716.9467;223649.3767;181256.9433;175999.3624;198730.7733;220510.5609;167614.5735;189366.3438;210152.9482;151572.027;171270.3297;190274.5639;154099.2769;174138.0351;193431.94;190740.1013;215351.816;238830.2131;256668.344;288753.9961;320318.5061;235435.4926;265189.5536;294066.3337;221301.4824;249497.8919;276714.8768;213670.4854;241023.2073;267355.8158;276622.2931;311267.8356;345399.2505;246650.5436;277636.1356;307932.5567;226396.7104;255156.4513;282918.5106;192977.9109;217836.7284;241607.7265;196441.0415;221680.542;245904.1532;261876.6604;294639.0402;326874.7908;237206.6617;267155.2158;296256.1967;231516.6649;260840.3972;289221.2622;208251.8552;234937.1218;260578.1794;228431.2967;257415.9827;285415.0044;230477.3307;259686.9332;287939.1798
Suriname;co2;1650.05;1557.16;1705.61;1822.2;1987.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;ch4;986.58;923.16;618.03;670.32;695.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;n2o;452.6;412.3;341;328.6;266.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;pfc;284.33;255.26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;GHGexclLU;3373.56;3147.88;2664.64;2821.12;2949.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;co2lu;2841.666667;1895.666667;1807.666667;1580.333333;1833.333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suriname;GHGtot;6215.226667;5043.546667;4472.306667;4401.453333;4783.253333;4311.475519;4943.860453;5575.080265;4189.066489;4806.209308;5421.658547;3960.709323;4549.606663;5143.050747;3962.238473;4551.223212;5144.793448;4571.824913;5223.225616;5876.094387;4856.92479;5534.958666;6210.884971;4635.395499;5293.78963;5953.522793;4518.7312;5166.891418;5814.318565;4575.342869;5226.958285;5880.197077;5078.476525;5772.625757;6470.206001;4481.515286;5127.403623;5772.145468;4428.824515;5071.35366;5710.437941;4402.687314;5043.550134;5680.959076;4162.750585;4776.616603;5388.637812;4565.975217;5217.018894;5869.27239;4695.687383;5362.021727;6027.712696;4682.184972;5346.741099;6011.541479;4526.534667;5175.171156;5823.276271;4715.131045;5383.626237;6050.483449;4662.24981;5324.180551;5986.821988
Swaziland;co2;250.46;171.98;374.07;463.23;582.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;ch4;1134.21;1149.75;1193.01;1195.95;1350.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;n2o;542.5;474.3;486.7;477.4;558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;GHGexclLU;1927.17;1796.03;2053.78;2136.58;2490.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;co2lu;272.4333333;-296.6333333;-360.8;-136.0333333;-200.9333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;GHGtot;2199.603333;1499.396667;1692.98;2000.546667;2289.666667;2664.441024;3009.688157;3339.760402;2453.269274;2772.411865;3078.513492;2080.308533;2355.673843;2618.246106;2081.615518;2357.114485;2619.830381;2846.515936;3213.213112;3564.320439;2541.604673;2871.132665;3187.620489;2299.500129;2599.164183;2887.591457;2040.668943;2311.963004;2569.869779;1966.49145;2229.343083;2478.384322;2699.114936;3048.193323;3382.600748;2894.344563;3267.463909;3623.72817;2508.86322;2834.690308;3146.83319;2013.941574;2282.472592;2536.883933;2012.364806;2280.732127;2534.937174;3027.295;3416.827634;3789.902194;1962.044076;2224.296718;2472.855588;1829.149862;2076.061191;2310.335031;1551.682678;1767.346124;1971.856682;1716.474408;1950.771521;2173.175351;1888.694848;2142.729167;2383.322023
Switzerland;co2;45541.95;44960.04;45065.66;47363.86;46504.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;ch4;5907.09;5613.3;5126.52;4954.11;4999.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;n2o;2879.9;2793.1;2548.2;2427.3;2442.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;hfc;0.29;158.84;848.2;1613.84;2166.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;pfc;331.42;60.43;100.67;65.23;67.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;sf6;478;478;239;239;717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;GHGexclLU;55138.65;54063.71;53928.25;56663.34;56898.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;co2lu;272.8;-1617;-3633.666667;-3314.666667;-113.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Switzerland;GHGtot;55411.45;52446.71;50294.58333;53348.67333;56785.19;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725;27705.725
Syrian Arab Republic;co2;32773.87;40218.29;46315.3;58663.42;61535.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;ch4;8382.99;10612.98;12605.46;11896.08;12532.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;n2o;4228.4;4609.7;4808.1;5673;5883.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;GHGexclLU;45385.26;55440.97;63728.86;76232.5;79950.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;co2lu;-269.5;-2500.666667;-2541;7076.666667;2544.666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;GHGtot;45115.76;52940.30333;61187.86;83309.16667;82495.64667;121243.1686;135659.8834;149977.5992;116274.9412;130095.3644;143795.2741;103774.8263;116114.1288;128368.1871;108689.1353;121607.4568;134433.3071;131781.2108;147436.7265;163016.2926;168036.5104;188076.0908;207976.6833;160740.2477;179902.0915;198939.7169;154097.4289;172460.8734;190696.3846;149629.2729;167456.028;185161.1017;179001.3583;200358.8986;221557.018;125174.4616;140061.8898;154855.1071;111095.1933;124293.4548;137395.9129;95241.13071;106534.6744;117740.9165;95394.30742;106706.2694;117931.6668;131458.5755;147075.8288;162617.0342;196605.1831;220075.8875;243436.0119;188940.3927;211491.0153;233910.2392;175944.1762;196934.7322;217768.8605;197060.2228;220585.5502;244001.5335;196885.0711;220389.3733;243783.8556
Tajikistan;co2;12171.67;3005.04;2733.78;3196.24;3650.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;ch4;4299.12;3595.83;3303.72;3885;4942.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;n2o;1503.5;1373.3;1109.8;1444.6;1717.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;hfc;0;0.68;2.47;11.9;15.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;pfc;2806.11;1833.16;795.53;371.11;185.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
