;SSP1;;;;;SSP2;;;;;SSP3;;;;;SSP4;;;;;SSP5;;;;
Mongolia;2885.28;3677.98;7174.18;11835.67;19143.26;2885.28;3677.98;7083.64;11016.39;16743.76;2885.28;3677.98;6736.42;9375.55;12767.83;2885.28;3677.98;6797.95;9980.81;14244.36;2885.28;3677.98;7506.07;13300.82;22579.71
Morocco;3590.69;4337.44;5776.5;8331.31;12054.83;3590.69;4337.44;5692.16;7653.88;10368.94;3590.69;4337.44;5379.18;6253.65;7281.34;3590.69;4337.44;5453.41;6808.07;8320.06;3590.69;4337.44;6096.23;9536.58;14842.19
Mozambique;661.86;805.06;1525.11;3493.66;8001.27;661.86;805.06;1491.37;3099.95;6456.32;661.86;805.06;1420.35;2552.83;4631.3;661.86;805.06;1408.13;2480.53;4534.61;661.86;805.06;1597.36;4014.38;9856.82
Myanmar;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;5341.32;6092.03;8574.45;13374.02;20447.92;5341.32;6092.03;8428.81;12184.9;17288.83;5341.32;6092.03;7993.16;10135.96;12478.2;5341.32;6092.03;7986.71;10173.36;12865.02;5341.32;6092.03;8918.37;14721.26;23783.9
Nauru;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;1028.85;1204.47;1653.31;2494.07;4206.17;1028.85;1204.47;1620;2260.21;3487.63;1028.85;1204.47;1524.78;1807.25;2348.42;1028.85;1204.47;1507.64;1712.36;2214.69;1028.85;1204.47;1743.76;3012.53;5721.19
Netherlands;35142.47;36925.55;39960.67;46716.08;56722.84;35142.47;36925.55;39724.52;45096.79;51821.46;35142.47;36925.55;38015.13;40287.23;41921.82;35142.47;36925.55;41525.08;50585.64;61895.49;35142.47;36925.55;41453.45;50368.16;64631.06
New Zealand;25472.43;25213.06;28514.77;32616.91;38178.1;25472.43;25213.06;28425.79;31889.88;35947.33;25472.43;25213.06;27534.25;29684.01;30928.31;25472.43;25213.06;29597.21;35110.4;40954.12;25472.43;25213.06;29524.09;34839.66;42777.29
Nicaragua;3013.21;3255.62;4322.4;6003.98;8350.32;3013.21;3255.62;4236.31;5395.95;6907.73;3013.21;3255.62;4010.75;4436.92;4890.63;3013.21;3255.62;4066.14;4831.38;5625.08;3013.21;3255.62;4526.63;6724.83;9875.17
Niger;601.05;543.8;619.69;790.85;1057.67;601.05;543.8;602.05;675.9;791.32;601.05;543.8;572.75;557.12;564.73;601.05;543.8;573.28;562.66;581.87;601.05;543.8;647.82;882.14;1264.72
Nigeria;1752.63;2119.64;3213.14;5323.96;9102.98;1752.63;2119.64;3150.6;4791.12;7529.18;1752.63;2119.64;2996.66;3924.43;5152.6;1752.63;2119.64;2987.58;3771.66;4788.87;1752.63;2119.64;3379.78;6401.94;12718.93
Niue;;;;;;;;;;;;;;;;;;;;;;;;;
Norway;47614.95;46754.75;55914.84;68079.88;80448.56;47614.95;46754.75;54089.87;63130.11;71381.4;47614.95;46754.75;51005.58;56434.34;59393.37;47614.95;46754.75;58406.41;76972.21;97367.25;47614.95;46754.75;57466.55;70786.89;87029.95
Oman;20272.97;24753.12;24795.25;27817.98;29643.11;20272.97;24753.12;24472.72;25686.27;25876.34;20272.97;24753.12;23809;23377.47;21501.62;20272.97;24753.12;24242.1;25989.38;25702.94;20272.97;24753.12;25535.89;29085.43;32878.11
Pakistan;2153.95;2403.17;2938.99;4011.73;5713.58;2153.95;2403.17;2870.81;3538.52;4583.2;2153.95;2403.17;2721.96;2912.85;3243.36;2153.95;2403.17;2713.71;2883.53;3236.24;2153.95;2403.17;3129.37;4807.37;7680.03
Palau;;;;;;;;;;;;;;;;;;;;;;;;;
Panama;8819.04;12084.46;19636.35;28529.41;39758.47;8819.04;12084.46;19406.4;26623.41;35042.62;8819.04;12084.46;18496.16;22630.26;26303.9;8819.04;12084.46;18714.67;24477.77;30259.56;8819.04;12084.46;20564.59;31929.19;47398.28
Papua New Guinea;1865.89;2217.11;2727.4;3558.9;5000.88;1865.89;2217.11;2696.23;3284.81;4285.98;1865.89;2217.11;2582.33;2818.77;3278.68;1865.89;2217.11;2569.3;2725.68;3053.39;1865.89;2217.11;2833.51;4065.05;6409.85
Paraguay;4554.3;5312.81;5884.43;7474.32;9598.9;4554.3;5312.81;5771.42;6757.61;7999.5;4554.3;5312.81;5484.56;5639.73;5789.1;4554.3;5312.81;5478.08;5644.64;5891.8;4554.3;5312.81;6140.02;8358.62;11454.46
Peru;6349.07;8501.3;12472.64;18207.57;25553.52;6349.07;8501.3;12314.95;16912.5;22338.85;6349.07;8501.3;11715.8;14259.79;16585.11;6349.07;8501.3;11881.77;15552.11;19221.43;6349.07;8501.3;12973.91;19976.18;29311.53
Philippines;3041.05;3553.5;5011.89;7656.71;11493.64;3041.05;3553.5;4927.6;7003.89;9847.23;3041.05;3553.5;4658.57;5702.25;6824.74;3041.05;3553.5;4653.19;5693.39;6907.69;3041.05;3553.5;5237.81;8521.17;13537.89
Poland;13769.42;17365.43;25572.19;37982.01;55461.39;13769.42;17365.43;25516.72;37382.65;52737.69;13769.42;17365.43;24644.77;34710.54;45886.13;13769.42;17365.43;26582.5;41392.36;61265.48;13769.42;17365.43;26589.03;41096.87;62975.93
Portugal;21447.12;21877.43;22944.11;27360.61;33235.11;21447.12;21877.43;22905.12;26913.73;31540.27;21447.12;21877.43;22159.72;24897.06;27019.81;21447.12;21877.43;23855.13;29806.13;36688.62;21447.12;21877.43;23785.1;29413.27;37313.51
Qatar;69497.69;70239.3;97604.83;125327.67;152482.17;69497.69;70239.3;94833.7;111906.55;126784.83;69497.69;70239.3;89528.92;94116.36;93229.05;69497.69;70239.3;93837.22;112591.22;128264.04;69497.69;70239.3;101020.63;137323.52;181569.7
Romania;9182.68;10611.03;15738.41;23229.04;32701.55;9182.68;10611.03;15639.2;22260.08;29709.15;9182.68;10611.03;14970.75;19541.25;23897.99;9182.68;10611.03;15075.2;20509.8;26135.51;9182.68;10611.03;16344.42;25337.67;36903.2
Russian Federation;11788.34;14060.23;20895.31;30306.46;42826.47;11788.34;14060.23;20742.18;28980.01;38673.68;11788.34;14060.23;19984.58;25947.67;31676.47;11788.34;14060.23;20102.02;26972.57;34423.71;11788.34;14060.23;21847.15;34179.08;52311.49
Rwanda;820.18;1055.87;1828.15;3432.04;6505.83;820.18;1055.87;1786.07;3028.87;5180.13;820.18;1055.87;1693.55;2506.59;3684.75;820.18;1055.87;1695.17;2531.44;3801.13;820.18;1055.87;1892.03;3734.78;7481.64
Saint Kitts and Nevis;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Lucia;9160.1;9963.14;10739.72;12716.78;15281.57;9160.1;9963.14;10596.78;11806.49;13315.23;9160.1;9963.14;10096.91;10071.11;10095.08;9160.1;9963.14;10208.29;10775.52;11328.66;9160.1;9963.14;11194.08;14028.28;17747.13
Saint Vincent and the Grenadines;8852.59;9394.96;12693.17;18345.92;26020.06;8852.59;9394.96;12506.03;16888.77;22413.83;8852.59;9394.96;11905.33;14387.27;17146.18;8852.59;9394.96;12050.95;15462.38;19203.01;8852.59;9394.96;13200.88;20010.05;29194.96
Samoa;;;;;;;;;;;;;;;;;;;;;;;;;
San Marino;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;20680.38;24864.35;27749.09;27211.05;27253.9;20680.38;24864.35;27471.8;25790.95;24839.37;20680.38;24864.35;26583.83;23155.68;20443.51;20680.38;24864.35;26922.07;24122.11;21997.94;20680.38;24864.35;28306.38;27443.74;28369.29
Senegal;1619.13;1670.18;1886.41;2565.24;3511.19;1619.13;1670.18;1830.96;2191;2668.74;1619.13;1670.18;1726.33;1756.54;1835.94;1619.13;1670.18;1725.08;1763.1;1876.1;1619.13;1670.18;1956.27;2826.23;4104.21
Serbia and Montenegro;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;855.34;996.55;1638.58;2478.29;3992.98;855.34;996.55;1595.95;2182.7;3160.11;855.34;996.55;1517.87;1828.14;2270.31;855.34;996.55;1517.57;1836.19;2322.84;855.34;996.55;1702.37;2754.96;4829.38
Singapore;43055.37;52290.43;71295.73;109904.21;144971.3;43055.37;52290.43;71066.63;102505.86;123986.93;43055.37;52290.43;68295.7;85850.87;91004.13;43055.37;52290.43;68468.91;98982.56;123583.24;43055.37;52290.43;74235.69;121265.59;169597.63
Slovakia;16161.36;20147.04;29502.38;44167.49;63966.96;16161.36;20147.04;29426.91;43307.16;60087.19;16161.36;20147.04;28429.62;40214.61;52273.79;16161.36;20147.04;30710.1;48390.23;71192.34;16161.36;20147.04;30659.3;47707.84;72406.34
Slovenia;23477.04;24954.09;29781.6;39955.26;55350.91;23477.04;24954.09;29737.56;39282.53;52078.62;23477.04;24954.09;28773.58;36341.15;44426.25;23477.04;24954.09;28752.6;36488.21;45431.35;23477.04;24954.09;30911.99;43324.54;63380.01
Solomon Islands;2074.98;2484.11;2537.77;2390.36;2187.79;2074.98;2484.11;2480.4;2124.94;1773.46;2074.98;2484.11;2357.75;1787.6;1325.57;2074.98;2484.11;2357.44;1797.15;1359.4;2074.98;2484.11;2709.14;2816.1;2886.63
Somalia;;;;;;;;;;;;;;;;;;;;;;;;;
South Africa;8412.04;9246.21;12089.67;17088.63;23740.8;8412.04;9246.21;11911.31;15750.77;20458.32;8412.04;9246.21;11372.2;13511.95;15538.54;8412.04;9246.21;11486.28;14545.88;17960.78;8412.04;9246.21;12706.93;19503.53;29403.94
Spain;27398.69;26835.78;28271.37;32850.46;37855.27;27398.69;26835.78;28222.62;32359.27;36152.21;27398.69;26835.78;27257.62;29565.47;29921.69;27398.69;26835.78;29344.95;35316.34;40293.55;27398.69;26835.78;29329.45;35517.85;43145.29
Sri Lanka;3495.53;4577.43;6688.36;9068.17;11890.22;3495.53;4577.43;6617.4;8420.68;10306.01;3495.53;4577.43;6322.7;7220.12;7806.69;3495.53;4577.43;6391.3;7752.04;8787.35;3495.53;4577.43;7063.27;10364.68;14594.74
Sudan;1899.82;2270.51;2049.78;2687.97;3787.67;1899.82;2270.51;2009.49;2422.8;3115.25;1899.82;2270.51;1926.13;2044.57;2248.56;1899.82;2270.51;1936.71;2079.74;2316.75;1899.82;2270.51;2132.04;2980.33;4578.68
Suriname;6125.71;7108.08;9686.39;13306.11;18199.42;6125.71;7108.08;9551.68;12257.37;15637.57;6125.71;7108.08;9118.09;10530.06;12060.4;6125.71;7108.08;9202.64;11264.75;13638.36;6125.71;7108.08;10195.18;15061.49;21932.9
Swaziland;4517.54;4721.84;5279.49;7380.72;10351.83;4517.54;4721.84;5189.41;6692.99;8705.58;4517.54;4721.84;4889.5;5416.63;5862.25;4517.54;4721.84;4891.48;5457.59;6036.71;4517.54;4721.84;5493.51;8134.93;12087.88
Sweden;32700.85;34110.18;40422.33;48563.39;58578.71;32700.85;34110.18;38993.85;44775.12;51578.43;32700.85;34110.18;36506.15;39084.42;41195.28;32700.85;34110.18;42184.2;54785.52;71003.03;32700.85;34110.18;41866.08;52142.24;66343.11
Switzerland;37105.75;39043.96;44131.15;50371.59;56793.97;37105.75;39043.96;42488.35;46219.61;49722.2;37105.75;39043.96;39623.91;39805.48;38980.19;37105.75;39043.96;45964.95;56002.02;66930.53;37105.75;39043.96;45766.9;54306.73;64633.86
Syrian Arab Republic;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;1422.59;1752.97;2711.72;4561.35;7086.25;1422.59;1752.97;2678.82;4256.35;6296.86;1422.59;1752.97;2555.35;3623.91;4853.07;1422.59;1752.97;2545.48;3586.19;4807.98;1422.59;1752.97;2856.95;5262.81;8659.73
Tanzania_United Republic of;1039.41;1251.25;1948.07;3424.55;6492.8;1039.41;1251.25;1896.34;2986.45;5078.86;1039.41;1251.25;1797.47;2481.88;3684.38;1039.41;1251.25;1777.08;2339.9;3398.95;1039.41;1251.25;2048.58;4143.77;8563.42
Thailand;6790.7;7987.18;9979.56;12584.7;16873.02;6790.7;7987.18;9898;11974.54;15303.07;6790.7;7987.18;9472.05;10379.89;11714.21;6790.7;7987.18;9528.35;10825.96;12686.22;6790.7;7987.18;10369.43;14037.49;20114.76
Timor-Leste;;;;;;;;;;;;;;;;;;;;;;;;;
Togo;837.74;862.04;1151.11;1653.89;2246.28;837.74;862.04;1132.06;1504.4;1853.83;837.74;862.04;1082.59;1295.12;1444.85;837.74;862.04;1080.09;1291.19;1459.04;837.74;862.04;1198.83;1851.53;2697.14
Tonga;4219.59;4128.02;4687.76;5824.67;7136.57;4219.59;4128.02;4619.91;5345.55;6103.15;4219.59;4128.02;4406.58;4512.23;4572.88;4219.59;4128.02;4408.15;4563;4734.28;4219.59;4128.02;4882.83;6448.07;8248.48
Trinidad and Tobago;20343.63;23448.35;35466.38;61434.79;97703.14;20343.63;23448.35;35095;57862.78;86656.39;20343.63;23448.35;33663.58;50976.58;68289.67;20343.63;23448.35;34104.59;54534.04;78400.06;20343.63;23448.35;36879.11;67526.23;113549.64
Tunisia;7166.39;8428.49;11249.88;17437;26217.67;7166.39;8428.49;11158.67;16554.29;23869.09;7166.39;8428.49;10674.06;14353.1;18496.94;7166.39;8428.49;10794.58;15402.11;21003;7166.39;8428.49;11873.6;19956.63;32499.87
Turkey;11532.45;12671.1;19002.27;28551.55;40983.4;11532.45;12671.1;18677.62;25967.52;34673.61;11532.45;12671.1;17646.92;21391.28;25065.79;11532.45;12671.1;19355.11;27963.56;38685.14;11532.45;12671.1;19866.16;31798.95;48538.73
Turkmenistan;4761.85;7343.65;11050.51;13816.06;17076.95;4761.85;7343.65;10922.28;12951.91;15167.2;4761.85;7343.65;10492.57;11406.7;12281.68;4761.85;7343.65;10723.23;12723.05;14513.23;4761.85;7343.65;11370.54;14583.61;18637.82
Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;
Uganda;901.77;1129.8;1477.37;2218.94;3458.5;901.77;1129.8;1432.75;1892.48;2608.69;901.77;1129.8;1351.49;1537.01;1826.78;901.77;1129.8;1351.91;1546.68;1873.92;901.77;1129.8;1527.03;2411.08;3972.43
Ukraine;5579.76;6005.94;10012.42;18112.96;32535.61;5579.76;6005.94;9946.08;17325.87;29398.46;5579.76;6005.94;9539.94;15277.79;23547.5;5579.76;6005.94;9468.85;15185.74;24256.71;5579.76;6005.94;10673.04;21825.07;42740.17
United Arab Emirates;65573.07;36480.39;33761.59;30486.63;28749.62;65573.07;36480.39;33456.36;29007.16;26215.85;65573.07;36480.39;32635.69;27137.6;22982.58;65573.07;36480.39;32763.86;28231.12;25124.26;65573.07;36480.39;34537.64;31551.5;31291.63
United Kingdom;33286.83;33283.23;39324.5;48062.99;58053.42;33286.83;33283.23;38495.77;44765.71;51275.18;33286.83;33283.23;36438.82;39302.98;41034.48;33286.83;33283.23;40931.85;53314.86;68267.45;33286.83;33283.23;40710.96;51412.06;65222.34
United States;43919.86;43366.87;50425.32;59022.88;69995.93;43919.86;43366.87;48499.42;53854.39;60615.39;43919.86;43366.87;45252.64;46699.82;48015.43;43919.86;43366.87;52478.59;65179;81667.38;43919.86;43366.87;52269.85;63217.45;78729.95
Uruguay;9626.21;12569.08;16243.97;20373.95;25526.63;9626.21;12569.08;16072.38;19084.19;22537.42;9626.21;12569.08;15382.88;16634.72;17753.7;9626.21;12569.08;15530.56;17735.66;19846.73;9626.21;12569.08;16904.15;22471.29;29719.84
Uzbekistan;2010.38;2832.21;3610.98;4333.12;5217.91;2010.38;2832.21;3567.27;4069.01;4694.42;2010.38;2832.21;3412.33;3540;3739.74;2010.38;2832.21;3473.76;3893.82;4307.7;2010.38;2832.21;3745.28;4701.69;5914.27
Vanuatu;3544.97;4004.83;4351.46;4988.75;5584.99;3544.97;4004.83;4281.98;4561.26;4741.84;3544.97;4004.83;4074;3835.16;3524.86;3544.97;4004.83;4076.61;3862.13;3625.8;3544.97;4004.83;4493.77;5355.19;6197.25
Venezuela;9869.15;10893.95;12725.7;15091.48;17725.98;9869.15;10893.95;12550.79;14042.03;15552.06;9869.15;10893.95;12012.5;12080.09;11913.39;9869.15;10893.95;12251;13311.06;13968.99;9869.15;10893.95;13106.56;16076.93;19849.58
Viet Nam;2283.11;3056.76;4685.58;7181.18;11277.88;2283.11;3056.76;4651.23;6842.73;10277.54;2283.11;3056.76;4462.04;6041.16;8317.74;2283.11;3056.76;4483.28;6199.06;8618.52;2283.11;3056.76;4891.96;8194.65;13818.11
Yemen;2292.59;2507.41;2641.32;3890.87;6236.86;2292.59;2507.41;2593.76;3491.89;5157.77;2292.59;2507.41;2475.7;2854.29;3555.84;2292.59;2507.41;2483.18;2856.31;3577.2;2292.59;2507.41;2763.41;4425.86;7911.59
Zambia;1156.82;1370.47;1941.92;3189.6;5414;1156.82;1370.47;1880.83;2728.47;4182.65;1156.82;1370.47;1752.77;2123.03;2729.38;1156.82;1370.47;1740.88;2064.86;2662.82;1156.82;1370.47;2034.84;3662.08;6731.47
Zimbabwe;;;;;;;;;;;;;;;;;;;;;;;;;
