;SSP1;;;;;SSP2;;;;;SSP3;;;;;SSP4;;;;;SSP5;;;;
Lesotho;2.468700175;2.499693097;3.44288079;4.969159008;8.082059626;2.468700175;2.499693097;3.244300874;4.080423961;5.800313527;2.468700175;2.499693097;2.995537335;3.16237613;3.649511446;2.468700175;2.499693097;2.981726167;3.203206385;3.902115879;2.468700175;2.499693097;3.469320153;5.263599307;9.30673325
Liberia;1.076432496;1.422911549;4.19404692;10.43830505;21.28418121;1.076432496;1.422911549;3.797698714;8.663080157;17.27777536;1.076432496;1.422911549;3.412838126;6.594591027;10.20937168;1.076432496;1.422911549;3.478409453;7.275771238;12.51348278;1.076432496;1.422911549;4.328376012;11.90588252;27.40167105
Libyan Arab Jamahiriya;80.86458123;121.6315801;125.0931301;126.7169693;158.7351312;80.86458123;121.6315801;125.2668523;124.7134574;153.022179;80.86458123;121.6315801;124.850398;119.5817792;138.1741489;80.86458123;121.6315801;121.7627623;109.4333689;118.1076534;80.86458123;121.6315801;125.9640722;131.7222285;172.9051704
Liechtenstein;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;48.51989543;50.44228363;65.97085858;78.8435484;81.81635872;48.51989543;50.44228363;66.22753504;78.19168822;80.58708924;48.51989543;50.44228363;66.98554731;79.03698563;81.88739905;48.51989543;50.44228363;64.98992302;72.53069835;70.23496366;48.51989543;50.44228363;66.21073003;80.70360058;86.10477835
Luxembourg;31.77942581;41.52657442;68.69934964;97.51322957;131.032699;31.77942581;41.52657442;68.74289457;96.0702625;126.3713497;31.77942581;41.52657442;63.67146422;77.59855988;90.15381848;31.77942581;41.52657442;68.64964594;94.22702922;119.9957236;31.77942581;41.52657442;70.81022093;108.6738536;159.1942868
Macedonia, the former Yugoslav Republic of;16.06016995;15.87908766;27.18696447;44.23025874;59.66525406;16.06016995;15.87908766;27.09943673;43.43820237;58.03921521;16.06016995;15.87908766;26.97611538;41.88216315;53.27858367;16.06016995;15.87908766;26.65533202;40.23819736;49.77756156;16.06016995;15.87908766;27.46769264;46.91233541;68.16110402
Madagascar;15.53709371;15.54693831;28.31344962;51.26877769;84.46343215;15.53709371;15.54693831;25.85936607;43.76445989;67.02313294;15.53709371;15.54693831;25.26360578;40.16215125;55.22127371;15.53709371;15.54693831;25.33009151;42.04402204;62.81511969;15.53709371;15.54693831;28.67504311;55.4618045;101.3143896
Malawi;8.268474989;9.803567882;19.18710478;39.21646179;76.80249593;8.268474989;9.803567882;18.45920097;34.96000044;63.95180283;8.268474989;9.803567882;17.89448425;30.56044579;48.93157096;8.268474989;9.803567882;17.87754873;31.35976496;53.36101863;8.268474989;9.803567882;19.41151765;42.18241689;90.98037692
Malaysia;301.3084202;314.5861653;438.3264737;610.2228525;836.2268329;301.3084202;314.5861653;438.1873004;603.4928034;824.0389;301.3084202;314.5861653;432.1377422;566.4837868;737.1689964;301.3084202;314.5861653;421.3311775;522.2541213;639.7726947;301.3084202;314.5861653;442.7747713;643.3713761;933.8231813
Maldives;1.541506526;1.766735782;2.116953508;2.833695695;3.824111004;1.541506526;1.766735782;2.078562589;2.622202968;3.341235848;1.541506526;1.766735782;2.221979711;2.832288101;3.365891013;1.541506526;1.766735782;2.006323224;2.305354143;2.638739599;1.541506526;1.766735782;2.139859614;3.0190321;4.409085841
Mali;11.65545628;13.42277976;31.35474328;59.55644856;114.5111184;11.65545628;13.42277976;27.22938013;50.79718675;88.99675191;11.65545628;13.42277976;24.60759932;36.84256187;52.04799058;11.65545628;13.42277976;24.60385811;37.81698382;56.85212804;11.65545628;13.42277976;31.6244078;68.01042415;137.6761118
Malta;8.466326557;8.76494831;12.71621877;18.38637884;23.53898469;8.466326557;8.76494831;12.71716083;18.38073496;23.61634193;8.466326557;8.76494831;10.81429645;13.37468943;15.90370356;8.466326557;8.76494831;12.53050523;17.2939971;20.87058313;8.466326557;8.76494831;12.85418009;19.25912685;25.87114708
Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritania;4.990999901;4.938038491;9.246470578;15.24519817;24.05977656;4.990999901;4.938038491;9.177345566;14.18316738;21.16690725;4.990999901;4.938038491;9.027437344;12.56420393;16.00563499;4.990999901;4.938038491;9.012161284;12.90892252;17.56503894;4.990999901;4.938038491;9.36826903;16.43418053;28.38806344
Mauritius;12.628351;12.18084854;14.73331535;16.18977887;19.50472226;12.628351;12.18084854;14.12756446;14.7052512;16.98175183;12.628351;12.18084854;14.48179136;15.07440833;16.63883508;12.628351;12.18084854;13.4299792;12.67695764;13.03600124;12.628351;12.18084854;14.8640976;16.98545955;21.71554026
Mexico;1298.150277;1293.83119;1805.324638;2554.929917;3409.035567;1298.150277;1293.83119;1796.242985;2518.735827;3315.370641;1298.150277;1293.83119;1806.508458;2548.089855;3331.48602;1298.150277;1293.83119;1750.248728;2255.13222;2633.469995;1298.150277;1293.83119;1806.199528;2588.373982;3557.322784
Micronesia, Federated States of;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova, Republic of;8.491642652;10.7845179;24.3881633;56.27277369;71.58533554;8.491642652;10.7845179;24.20328225;53.8842674;68.1551072;8.491642652;10.7845179;24.51311634;56.02831839;73.12628038;8.491642652;10.7845179;23.71879186;49.49435158;57.97046863;8.491642652;10.7845179;24.13970945;54.85491193;69.31569725
Monaco;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;7.289666695;9.639132642;15.53781854;24.33770552;33.95392584;7.289666695;9.639132642;15.37887362;22.27846269;28.85149044;7.289666695;9.639132642;15.17037722;20.51182711;24.1092718;7.289666695;9.639132642;14.86463307;19.54746806;22.65747891;7.289666695;9.639132642;15.6904827;25.90968447;39.16107512
Morocco;108.1712044;102.9664942;145.1932889;197.6155467;272.7770583;108.1712044;102.9664942;140.4038179;179.5840427;234.7669661;108.1712044;102.9664942;133.4011458;152.9648478;174.1958667;108.1712044;102.9664942;129.6379118;141.1434682;154.4378985;108.1712044;102.9664942;145.1831475;201.4230458;289.5167489
Mozambique;13.90600936;16.64892117;36.96116104;64.9994379;106.5132111;13.90600936;16.64892117;34.1741471;54.46906507;82.6027411;13.90600936;16.64892117;32.26480582;45.20227111;57.88732845;13.90600936;16.64892117;32.26769428;46.68620336;63.87181743;13.90600936;16.64892117;37.39255269;69.78965222;125.530189
Myanmar;49.20732914;;;;;49.20732914;;;;;49.20732914;;;;;49.20732914;;;;;49.20732914;;;;
Namibia;10.8270023;9.990739586;16.74743797;27.77114101;42.82497497;10.8270023;9.990739586;16.34260262;24.95395767;35.91044547;10.8270023;9.990739586;15.59378359;21.51201453;28.06721555;10.8270023;9.990739586;15.51638157;21.37529139;28.16632938;10.8270023;9.990739586;16.90612352;29.31143244;48.2747001
Nauru;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;26.02181715;34.54272263;55.70210054;86.77905924;148.2798744;26.02181715;34.54272263;56.18745497;79.93801194;115.9845086;26.02181715;34.54272263;52.91869373;71.9472134;91.13188724;26.02181715;34.54272263;52.95259085;75.28817098;103.7819995;26.02181715;34.54272263;56.33908616;93.38038059;175.4882458
Netherlands;572.9006027;678.2466861;844.9003602;1069.597945;1304.816811;572.9006027;678.2466861;846.4889298;1056.78089;1259.972813;572.9006027;678.2466861;798.7674385;909.3826962;995.7961438;572.9006027;678.2466861;843.9753691;1034.008428;1192.857484;572.9006027;678.2466861;855.9431815;1129.13173;1463.197023
New Zealand;104.608094;117.4508213;157.3612958;204.5715381;256.3059216;104.608094;117.4508213;158.2628587;203.3568156;249.0706144;104.608094;117.4508213;152.42467;181.3179377;204.761685;104.608094;117.4508213;158.4021019;200.1057601;237.4814695;104.608094;117.4508213;160.4778713;222.8219587;306.6137431
Nicaragua;12.66888202;12.13228051;17.77008836;26.61654686;38.93732023;12.66888202;12.13228051;16.93386132;23.16133192;31.68298914;12.66888202;12.13228051;16.53267191;21.20886517;26.51256323;12.66888202;12.13228051;15.91251188;18.87144362;21.81391131;12.66888202;12.13228051;17.64345174;26.37183939;39.11167309
Niger;7.924152247;8.174337138;16.75583671;34.61806595;66.78592899;7.924152247;8.174337138;14.37850664;28.0682756;51.48548113;7.924152247;8.174337138;12.42400422;21.49754463;37.06150141;7.924152247;8.174337138;12.46582415;20.35529151;38.04342896;7.924152247;8.174337138;16.95627804;37.33387121;79.66229175
Nigeria;244.642093;303.5622692;720.876579;1319.099136;2321.47493;244.642093;303.5622692;701.5099692;1212.978561;2018.589923;244.642093;303.5622692;672.5265238;1017.70012;1454.013743;244.642093;303.5622692;669.3498171;1043.271258;1582.581082;244.642093;303.5622692;728.728091;1410.386714;2695.684537
Niue;;;;;;;;;;;;;;;;;;;;;;;;;
Norway;218.7074218;232.9385625;318.6649936;432.4469629;551.0996607;218.7074218;232.9385625;318.0068474;426.2326911;532.4892629;218.7074218;232.9385625;276.3308319;308.3665222;339.30022;218.7074218;232.9385625;319.6680251;426.6146903;521.5569025;218.7074218;232.9385625;325.5350285;469.2869735;645.2807957
Oman;51.13502334;59.77382178;78.03489612;94.53905378;106.8121206;51.13502334;59.77382178;79.62988218;98.70095229;116.2214104;51.13502334;59.77382178;77.31937259;88.30643776;95.61396478;51.13502334;59.77382178;75.95095983;81.79852902;83.50674437;51.13502334;59.77382178;79.0852263;100.0832958;120.4144419
Pakistan;340.2620599;426.986942;614.7813625;962.8495783;1574.344568;340.2620599;426.986942;578.1587532;805.2443622;1191.099305;340.2620599;426.986942;554.7981934;693.1659092;884.7652618;340.2620599;426.986942;551.4846574;705.9351798;951.4916314;340.2620599;426.986942;619.7108173;1015.970809;1783.725547
Palau;;;;;;;;;;;;;;;;;;;;;;;;;
Panama;29.68427526;34.22839953;61.48736206;79.7243673;98.75959539;29.68427526;34.22839953;60.97049015;78.07311903;94.64607441;29.68427526;34.22839953;60.25716851;74.11798294;85.9296012;29.68427526;34.22839953;58.92030036;68.87669411;74.80827546;29.68427526;34.22839953;62.119831;84.01599946;110.0107229
Papua New Guinea;11.37436512;16.35841085;43.74773049;84.96616571;126.2875701;11.37436512;16.35841085;43.56083486;80.3092412;114.4530123;11.37436512;16.35841085;43.41305346;76.97272584;102.5286601;11.37436512;16.35841085;43.18212677;76.24840479;102.7294981;11.37436512;16.35841085;44.16508929;89.61799568;142.0573894
Paraguay;23.00612611;23.28791978;33.1680697;51.84745468;79.71687659;23.00612611;23.28791978;31.79747235;45.56721562;66.55519677;23.00612611;23.28791978;30.7377856;40.2767273;53.0872686;23.00612611;23.28791978;30.48834134;40.18938328;54.34927432;23.00612611;23.28791978;33.40823422;54.3020616;88.55092257
Peru;176.0166246;208.513429;349.8336153;473.7024596;586.8104545;176.0166246;208.513429;347.059081;451.108479;552.3995655;176.0166246;208.513429;345.5861751;436.7607361;513.9015588;176.0166246;208.513429;333.8094766;389.3257138;417.660301;176.0166246;208.513429;349.0733191;478.3027132;606.6919658
Philippines;260.987323;278.188093;429.8343385;701.8575533;1114.625692;260.987323;278.188093;421.1689245;639.2845332;958.1240758;260.987323;278.188093;401.2261065;544.3685743;724.5184837;260.987323;278.188093;399.2005633;548.4516142;758.950093;260.987323;278.188093;433.9950485;746.8902431;1275.426575
Poland;526.0786028;629.7049884;961.9034639;1219.19938;1360.551502;526.0786028;629.7049884;962.6228331;1195.318791;1296.838159;526.0786028;629.7049884;954.3846455;1137.557934;1160.973588;526.0786028;629.7049884;961.9602274;1174.884964;1244.05021;526.0786028;629.7049884;974.8840377;1299.219168;1569.712115
Portugal;224.6406756;213.1328855;263.4777257;394.4368454;568.3009182;224.6406756;213.1328855;262.3259459;384.9626351;544.5780093;224.6406756;213.1328855;218.9891263;260.6174279;323.9440689;224.6406756;213.1328855;260.5689206;373.7189427;514.2116956;224.6406756;213.1328855;267.9205651;423.1203074;657.3333608
Qatar;57.06865091;;;;;57.06865091;;;;;57.06865091;;;;;57.06865091;;;;;57.06865091;;;;
Romania;202.7205421;214.4319589;334.8858386;457.2757941;529.433893;202.7205421;214.4319589;334.7940382;448.0135643;514.1833245;202.7205421;214.4319589;332.4479386;435.3453505;488.9650058;202.7205421;214.4319589;327.3781852;410.5410026;436.6767541;202.7205421;214.4319589;337.0607548;474.6687022;575.1795999
Russian Federation;1696.72917;2050.953237;2960.002268;3525.319326;3919.071878;1696.72917;2050.953237;2982.226534;3506.750795;3884.123947;1696.72917;2050.953237;2971.219744;3391.855212;3632.614579;1696.72917;2050.953237;2931.820222;3262.067142;3369.434293;1696.72917;2050.953237;2996.113838;3751.225575;4458.254505
Rwanda;7.7334288;11.07099155;20.28612281;30.34964528;46.68665237;7.7334288;11.07099155;18.05793107;24.40701645;33.95133045;7.7334288;11.07099155;16.35204349;19.30745552;23.0905249;7.7334288;11.07099155;16.41111187;20.10122222;25.92524159;7.7334288;11.07099155;20.54069685;32.70331904;55.38657599
Saint Kitts and Nevis;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Lucia;;;;;;;;;;;;;;;;;;;;;;;;;
Saint Vincent and the Grenadines;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;0.690507147;1.250486743;1.683608414;2.443485772;3.128364831;0.690507147;1.250486743;1.653504313;2.297033286;2.923343194;0.690507147;1.250486743;1.677284282;2.495170489;3.56916321;0.690507147;1.250486743;1.607373725;2.118428933;2.603343566;0.690507147;1.250486743;1.645371724;2.258546792;2.714417588
San Marino;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;490.5783671;545.6483417;712.9231917;848.8960873;1109.042197;490.5783671;545.6483417;716.0423385;859.0232659;1142.501459;490.5783671;545.6483417;711.8871197;813.9618293;1038.921091;490.5783671;545.6483417;724.8576033;854.9619852;1116.45108;490.5783671;545.6483417;726.8671516;917.1408626;1270.343146
Senegal;18.20836123;17.91499041;31.43429137;52.67991537;82.39666682;18.20836123;17.91499041;28.01432036;41.79943332;60.04434846;18.20836123;17.91499041;26.22645896;35.31912724;44.47322126;18.20836123;17.91499041;26.12904993;35.70291205;47.23412382;18.20836123;17.91499041;31.59748267;55.13462176;92.4526223
Serbia and Montenegro;63.43362612;62.95579724;138.946061;218.7951442;274.7743581;63.43362612;62.95579724;138.8432724;213.5489917;266.8692317;63.43362612;62.95579724;138.0928;205.9719516;249.0186293;63.43362612;62.95579724;136.1763323;197.0292102;228.745603;63.43362612;62.95579724;140.2534535;230.6522596;308.8671934
Seychelles;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leone;3.334211241;4.472243426;10.52478132;18.4752309;30.06597608;3.334211241;4.472243426;9.59597759;14.73573579;21.4308942;3.334211241;4.472243426;8.967917172;11.88849787;14.26444978;3.334211241;4.472243426;9.02823091;12.56154567;16.35565792;3.334211241;4.472243426;10.7146629;20.32185104;36.83078061
Singapore;193.5574225;220.3750555;333.9755284;385.1416539;441.9858742;193.5574225;220.3750555;332.9721646;382.6651496;439.3745299;193.5574225;220.3750555;302.7972563;313.8055183;340.1451154;193.5574225;220.3750555;328.3920547;362.7253644;394.7432712;193.5574225;220.3750555;340.8173857;409.5065995;494.0811534
Slovakia;87.13380814;107.7153146;138.9023265;149.8043744;167.3858466;87.13380814;107.7153146;139.1483637;146.8100803;158.7864958;87.13380814;107.7153146;137.4838192;137.6706508;137.766458;87.13380814;107.7153146;138.7696752;143.5455677;150.6528293;87.13380814;107.7153146;141.1404108;161.5940133;196.3723653
Slovenia;46.96227277;50.06326024;53.28167865;55.6314673;63.94925633;46.96227277;50.06326024;53.40278904;54.46459991;60.52022572;46.96227277;50.06326024;52.74049017;50.47296146;51.08569838;46.96227277;50.06326024;53.44348;53.46727254;57.4517908;46.96227277;50.06326024;54.29286115;60.79008961;76.9102515
Solomon Islands;0.973800161;0.974026706;2.472634106;4.762920149;7.325904803;0.973800161;0.974026706;2.336719118;4.131381009;6.018344304;0.973800161;0.974026706;2.345902855;4.215133252;5.882534223;0.973800161;0.974026706;2.278166443;3.818913884;5.22664574;0.973800161;0.974026706;2.496666359;5.031291751;8.268750781
Somalia;;4.430538216;7.60462044;15.05806622;26.44237351;;4.430538216;7.075408889;12.76397227;20.55267047;;4.430538216;6.838267169;11.49873745;16.58631;;4.430538216;6.735165356;11.24711137;16.84901767;;4.430538216;7.556723842;15.12474504;27.64217264
South Africa;405.7572554;372.1792827;553.6812093;849.9995568;1243.109752;405.7572554;372.1792827;543.2366629;764.394783;1074.728452;405.7572554;372.1792827;525.8367138;670.4418948;835.1854746;405.7572554;372.1792827;525.7142044;663.0647478;817.810594;405.7572554;372.1792827;562.2438359;912.8198141;1438.624308
Spain;1188.102301;1279.953061;1711.049622;2348.410087;3029.702637;1188.102301;1279.953061;1707.825999;2303.122036;2906.256503;1188.102301;1279.953061;1427.046291;1536.878271;1681.070957;1188.102301;1279.953061;1700.213186;2242.408554;2747.28174;1188.102301;1279.953061;1744.937779;2533.683711;3530.888347
Sri Lanka;69.74039082;84.2289419;103.3223328;116.9190286;156.3060878;69.74039082;84.2289419;102.8524243;109.7041591;133.4429153;69.74039082;84.2289419;101.789178;100.691938;108.9363537;69.74039082;84.2289419;99.70527921;95.25792063;100.5003218;69.74039082;84.2289419;103.893602;122.0233835;173.8789575
Sudan;61.95539719;93.67110838;175.763575;307.7451839;475.7981847;61.95539719;93.67110838;164.4310947;270.6258039;410.8101096;61.95539719;93.67110838;152.3719541;219.4309083;284.5363386;61.95539719;93.67110838;151.9015216;222.9335898;302.5725871;61.95539719;93.67110838;177.921119;329.4026463;551.5063728
Suriname;3.05993157;5.119550858;9.612456255;13.61385804;17.40151475;3.05993157;5.119550858;9.512542737;13.30669315;16.67042019;3.05993157;5.119550858;9.475666125;13.16871787;16.49190123;3.05993157;5.119550858;9.254484016;11.97501285;13.64435835;3.05993157;5.119550858;9.652214303;13.99396663;18.61971006
Swaziland;4.990265969;4.604356954;5.450322062;8.862037275;14.26288708;4.990265969;4.604356954;5.296576926;7.54524398;11.18844119;4.990265969;4.604356954;4.870612866;5.757482113;7.027159279;4.990265969;4.604356954;4.839743977;5.731314696;7.170107219;4.990265969;4.604356954;5.49395505;9.320720536;16.02901048
Sweden;295.2939377;319.3264204;453.1434666;661.0466304;867.0691033;295.2939377;319.3264204;452.4630917;650.9538524;835.0492824;295.2939377;319.3264204;356.0108381;385.0752659;417.3248589;295.2939377;319.3264204;454.4864188;649.0712084;812.3409672;295.2939377;319.3264204;462.3289345;715.5449677;1014.509583
Switzerland;266.1298212;301.3640932;347.7633166;403.115068;476.8073464;266.1298212;301.3640932;349.4528215;401.3601679;466.2426278;266.1298212;301.3640932;346.3588382;382.0027587;417.8831088;266.1298212;301.3640932;351.0211395;401.163584;459.3716027;266.1298212;301.3640932;354.1577616;436.282737;563.6616574
Syrian Arab Republic;76.40316443;86.94502315;138.9293936;221.7281374;318.8949216;76.40316443;86.94502315;131.6964797;196.4221924;272.8861284;76.40316443;86.94502315;124.975233;167.9220451;208.9911628;76.40316443;86.94502315;124.0589948;168.197429;214.8946231;76.40316443;86.94502315;140.0998674;232.984445;355.9366593
Tajikistan;9.681676797;13.76761329;51.50764582;147.7361983;217.4109216;9.681676797;13.76761329;51.46714796;145.3082233;218.5204483;9.681676797;13.76761329;52.21883528;154.5298731;246.3462452;9.681676797;13.76761329;50.71783134;137.2637803;199.8258951;9.681676797;13.76761329;50.88434723;141.2399013;200.700807
Tanzania_United Republic of;40.35438494;48.82249629;107.2579675;167.2885566;255.4203508;40.35438494;48.82249629;93.53181179;131.6241345;183.6097978;40.35438494;48.82249629;88.14310967;113.2803422;142.1759983;40.35438494;48.82249629;88.09797126;116.5758221;156.8168221;40.35438494;48.82249629;108.1585974;177.6480965;295.5439657
Thailand;445.195047;514.2965058;755.4544774;1024.277962;1343.758233;445.195047;514.2965058;743.892642;972.1586081;1257.830279;445.195047;514.2965058;724.0852938;875.6770261;1053.812271;445.195047;514.2965058;711.4624383;839.9019249;979.3677014;445.195047;514.2965058;764.282277;1084.619812;1512.01816
Timor-Leste;;1.307465723;3.868570201;10.15451908;18.97483788;;1.307465723;3.830577965;9.830538609;18.30647081;;1.307465723;3.767299467;10.01298412;19.33948115;;1.307465723;3.552842662;8.073846776;13.82768287;;1.307465723;3.800453209;9.651321502;17.75807504
Togo;4.641277061;4.698078787;5.735547915;7.593643721;11.78260971;4.641277061;4.698078787;4.822959959;5.76039141;8.099321072;4.641277061;4.698078787;4.582196204;4.903374874;5.659508252;4.641277061;4.698078787;4.59950756;5.11892036;6.417243099;4.641277061;4.698078787;5.807417281;8.209821576;14.13052578
Tonga;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;26.38432402;38.20089293;40.28410526;29.43544416;29.15817695;26.38432402;38.20089293;40.271622;28.12262994;27.90146465;26.38432402;38.20089293;55.2987052;52.70099797;58.84704772;26.38432402;38.20089293;39.31554522;24.98840763;22.37285784;26.38432402;38.20089293;40.29268711;29.72949768;30.03778028
Tunisia;72.03194485;65.64803849;96.70435279;123.4261754;170.9450946;72.03194485;65.64803849;96.32742173;120.6001351;163.5546518;72.03194485;65.64803849;96.09028732;112.667695;141.8415873;72.03194485;65.64803849;94.08281753;108.8757713;134.2267677;72.03194485;65.64803849;97.54347856;129.7957559;190.9934462
Turkey;781.2434043;761.9397491;1016.817146;1426.619514;1840.480665;781.2434043;761.9397491;994.2620381;1349.855272;1741.687565;781.2434043;761.9397491;966.8175462;1236.520447;1514.749869;781.2434043;761.9397491;945.2735633;1149.677141;1321.083088;781.2434043;761.9397491;1024.667372;1487.572268;2016.373993
Turkmenistan;22.60851823;33.88200361;82.69630958;142.5688016;177.313507;22.60851823;33.88200361;83.2125423;141.4661894;179.7448393;22.60851823;33.88200361;83.70005281;143.4139074;184.5848142;22.60851823;33.88200361;81.14581946;127.6106099;148.1518721;22.60851823;33.88200361;82.98543436;146.0651138;187.9357132
Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;
Uganda;25.90314266;37.29677228;77.74036658;139.7990965;248.1958053;25.90314266;37.29677228;69.21731138;109.2617187;172.8896846;25.90314266;37.29677228;64.62271886;91.20457397;125.3565398;25.90314266;37.29677228;64.62903878;94.50428045;140.1334386;25.90314266;37.29677228;78.54111484;149.7051358;291.4602757
Ukraine;263.0068556;293.1671778;552.5964334;950.132379;1165.600598;263.0068556;293.1671778;552.3987659;924.0807397;1132.42168;263.0068556;293.1671778;551.031043;895.7684204;1063.856961;263.0068556;293.1671778;543.5177503;860.3729197;983.4463371;263.0068556;293.1671778;557.8029393;1003.311169;1314.423457
United Arab Emirates;235.7629694;207.6111551;277.7992537;393.9424571;582.1916014;235.7629694;207.6111551;275.7106279;376.0840546;535.9475616;235.7629694;207.6111551;268.6067853;335.3800472;430.290105;235.7629694;207.6111551;261.6457303;312.1488908;387.9176783;235.7629694;207.6111551;280.1770453;414.7147449;653.1632493
United Kingdom;1971.252755;2071.297948;2769.484704;4056.653825;5468.89556;1971.252755;2071.297948;2760.364402;3959.31843;5199.991334;1971.252755;2071.297948;2335.818997;2717.169785;3106.217258;1971.252755;2071.297948;2760.662068;3884.761851;4912.66481;1971.252755;2071.297948;2812.941845;4310.527771;6187.573737
United States;12579.7;12632.33745;15030.5415;18764.67103;23007.53128;12579.7;12632.33745;15068.00247;18608.02716;22398.8766;12579.7;12632.33745;14505.3189;16638.674;18552.46693;12579.7;12632.33745;15124.86799;18562.60941;21925.06935;12579.7;12632.33745;15310.75367;20320.05788;27149.25903
Uruguay;32.00862514;36.45568279;56.89323751;73.92103144;85.26255043;32.00862514;36.45568279;55.93852616;70.90410706;82.37619713;32.00862514;36.45568279;55.77896291;70.41176227;82.25490399;32.00862514;36.45568279;54.29178453;63.6115842;67.29847415;32.00862514;36.45568279;56.93720863;74.79987553;88.04367668
Uzbekistan;52.35926438;65.80447607;251.7493105;705.5042798;975.913051;52.35926438;65.80447607;250.8565541;676.7665421;966.9583895;52.35926438;65.80447607;252.9225181;690.4018148;1018.612808;52.35926438;65.80447607;244.637569;610.4644922;800.7392372;52.35926438;65.80447607;251.7205943;711.5715086;1005.789373
Vanuatu;0.739098148;1.430281348;2.871186461;4.741963145;6.792997627;0.739098148;1.430281348;2.788999484;4.432322681;6.279051501;0.739098148;1.430281348;2.717924256;4.121446684;5.54461435;0.739098148;1.430281348;2.700647923;4.046307681;5.402426442;0.739098148;1.430281348;2.89475376;4.954786504;7.485196342
Venezuela;263.7624295;248.0733416;452.7739896;747.3778486;974.9232561;263.7624295;248.0733416;444.4234058;719.9409668;947.6637546;263.7624295;248.0733416;430.2808812;661.2350341;849.0021681;263.7624295;248.0733416;419.3139423;607.5337273;722.3004623;263.7624295;248.0733416;456.7426378;781.4086981;1068.89072
Viet Nam;178.0747978;254.2954935;636.5359471;1223.146558;1664.194895;178.0747978;254.2954935;630.8487446;1163.208462;1533.459762;178.0747978;254.2954935;630.7083457;1138.181525;1441.346848;178.0747978;254.2954935;618.0767423;1061.202531;1271.803492;178.0747978;254.2954935;640.6880302;1272.715562;1824.243468
Yemen;46.12524272;54.8908071;185.3912783;621.2762798;1096.099441;46.12524272;54.8908071;186.8443217;617.6401243;1130.992032;46.12524272;54.8908071;186.8324186;587.9563768;1047.433548;46.12524272;54.8908071;184.2303112;563.5426811;985.5252281;46.12524272;54.8908071;186.2801474;639.4019352;1172.442054
Zambia;13.2687589;23.04999175;49.54549082;84.69357504;143.9807889;13.2687589;23.04999175;47.27143774;71.88848252;111.9075608;13.2687589;23.04999175;44.34323048;59.88156053;80.71375498;13.2687589;23.04999175;44.20918898;60.42338906;85.05315872;13.2687589;23.04999175;49.95238696;89.59606605;164.3151614
Zimbabwe;;1.623210106;2.15017019;5.052870096;11.85290282;;1.623210106;2.064138923;3.940922076;7.568361637;;1.623210106;1.953365204;3.169301943;5.000741435;;1.623210106;1.918909723;3.123468738;5.316946036;;1.623210106;2.125078464;5.092959683;12.6531407
